Protein ID,HL Source,CLClim0NE Clim0 half life (min),gene symbol,Stability
NRDE-MONOMER,Clim0,182.39999999999998,nrdE,Less Stable
NUCLEOSIDE-DIP-KIN-MONOMER,Clim0,338.70000000000005,ndk,Less Stable
NUOA-MONOMER,Clim0,720.0000000000001,nuoA,More Stable
NUOB-MONOMER,Clim0,358.5,nuoB,Less Stable
NUOC-MONOMER,Clim0,685.6,nuoC,More Stable
NUOE-MONOMER,Clim0,287.40000000000003,nuoE,Less Stable
NUOF-MONOMER,Clim0,337.6,nuoF,Less Stable
NUOG-MONOMER,Clim0,343.4,nuoG,Less Stable
NUOH-MONOMER,Clim0,720.0000000000001,nuoH,More Stable
NUOI-MONOMER,Clim0,720.0000000000001,nuoI,More Stable
NUOM-MONOMER,Clim0,720.0000000000001,nuoM,More Stable
NUPC-MONOMER,Clim0,720.0000000000001,nupC,More Stable
O-SUCCHOMOSERLYASE-MONOMER,Clim0,298.9,metB,Less Stable
OCTAPRENYL-METHOXYPHENOL-OH-MONOMER,Clim0,265.3,ubiH,Less Stable
OCTAPRENYL-METHYL-METHOXY-BENZOQ-OH-MON,Clim0,261.1,ubiF,Less Stable
OHMETHYLBILANESYN-MONOMER,Clim0,328.9,hemC,Less Stable
OMPR-MONOMER,Clim0,350.90000000000003,ompR,Less Stable
OPPA-MONOMER,Clim0,720.0000000000001,oppA,More Stable
OPPB-MONOMER,Clim0,720.0000000000001,oppB,More Stable
OPPC-MONOMER,Clim0,329.0,oppC,Less Stable
OPPD-MONOMER,Clim0,329.2,oppD,Less Stable
OPPF-MONOMER,Clim0,615.9,oppF,More Stable
OPPSYN-MONOMER,Clim0,325.1,ispB,Less Stable
ORNDECARBOX-BIO-MONOMER,Clim0,310.99999999999994,speC,Less Stable
OROTPDECARB-MONOMER,Clim0,576.1,pyrF,Less Stable
PABASYN-COMPI-MONOMER,Clim0,323.1,pabB,Less Stable
PANTOATE-BETA-ALANINE-LIG-MONOMER,Clim0,330.2,panC,Less Stable
PANTOTHENATE-KIN-MONOMER,Clim0,342.6,coaA,Less Stable
PD00194,Clim0,311.70000000000005,argR,Less Stable
PD00200,Clim0,328.1,ilvY,Less Stable
PD00208,Clim0,205.9,melR,Less Stable
PD00219,Clim0,352.2,purR,Less Stable
PD00232,Clim0,337.6,cysB,Less Stable
PD00237,Clim0,36.60000000000127,malT,Less Stable
PD00242,Clim0,44.80000000001715,araC,Less Stable
PD00257,Clim0,350.29999999999995,crp,Less Stable
PD00260,Clim0,258.6,fur,Less Stable
PD00261,Clim0,284.3999999999999,galS,Less Stable
PD00266,Clim0,680.7,nagC,More Stable
PD00283,Clim0,720.0000000000001,srlR,More Stable
PD00288,Clim0,562.3,hns,Less Stable
PD00339,Clim0,660.7000000000002,gcvA,More Stable
PD00347,Clim0,720.0000000000001,ihfA,More Stable
PD00348,Clim0,258.20000000000005,ihfB,Less Stable
PD00353,Clim0,645.2,lrp,More Stable
PD00361,Clim0,315.0,malI,Less Stable
PD00369,Clim0,720.0000000000001,mtlR,More Stable
PD00413,Clim0,350.7,tyrR,Less Stable
PD00423,Clim0,297.69999999999993,trpR,Less Stable
PD00521,Clim0,338.1000000000001,cra,Less Stable
PD00763,Clim0,348.50000000000006,lacI,Less Stable
PD01103,Clim0,708.9000000000001,mngR,More Stable
PD01343,Clim0,358.8,wrbA,Less Stable
PD01520,Clim0,595.1000000000001,fadR,Less Stable
PD01896,Clim0,355.1,mlc,Less Stable
PD03028,Clim0,261.30000000000007,galR,Less Stable
PD03254,Clim0,356.6,ebgR,Less Stable
PD03585,Clim0,720.0000000000001,gntR,More Stable
PD03695,Clim0,99.4000000000766,cspA,Less Stable
PD04028,Clim0,623.8000000000001,cytR,More Stable
PD04099,Clim0,325.90000000000003,iclR,Less Stable
PD04413,Clim0,345.3,nadR,Less Stable
PD04418,Clim0,679.7000000000002,rob,More Stable
PDXA-MONOMER,Clim0,332.3999999999999,pdxA,Less Stable
PDXH-MONOMER,Clim0,333.20000000000005,pdxH,Less Stable
PDXJ-MONOMER,Clim0,329.8,pdxJ,Less Stable
PDXK-MONOMER,Clim0,304.0,pdxK,Less Stable
PDXY-MONOMER,Clim0,299.9,pdxY,Less Stable
PEPCARBOX-MONOMER,Clim0,346.9,ppc,Less Stable
PEPSYNTH-MONOMER,Clim0,346.50000000000006,ppsA,Less Stable
PFLACTENZ-MONOMER,Clim0,329.0,pflA,Less Stable
PGK,Clim0,720.0000000000001,pgk,More Stable
PGLUCISOM,Clim0,359.7,pgi,Less Stable
PGLYCDEHYDROG-MONOMER,Clim0,339.0,serA,Less Stable
PHENDEHYD-MONOMER,Clim0,313.7,feaB,Less Stable
PHES-MONOMER,Clim0,720.0000000000001,pheS,More Stable
PHET-MONOMER,Clim0,720.0000000000001,pheT,More Stable
PHOB-MONOMER,Clim0,319.8,phoB,Less Stable
PHOP-MONOMER,Clim0,302.20000000000005,phoP,Less Stable
PHOQ-MONOMER,Clim0,356.1,phoQ,Less Stable
PHOR-MONOMER,Clim0,720.0000000000001,phoR,More Stable
PHOSACETYLTRANS-MONOMER,Clim0,336.8,pta,Less Stable
PHOSGLUCOSAMINEMUT-MONOMER,Clim0,720.0000000000001,glmM,More Stable
PHOSPHASERSYN-MONOMER,Clim0,338.20000000000005,pssA,Less Stable
PHOSPHOGLUCMUT-MONOMER,Clim0,583.2,pgm,Less Stable
PITA-MONOMER,Clim0,720.0000000000001,pitA,More Stable
PKI-MONOMER,Clim0,692.1,pykF,More Stable
PKII-MONOMER,Clim0,359.40000000000003,pykA,Less Stable
PNTA-MONOMER,Clim0,720.0000000000001,pntA,More Stable
PNTB-MONOMER,Clim0,720.0000000000001,pntB,More Stable
PNUC-MONOMER,Clim0,710.8000000000001,pnuC,More Stable
PORPHOBILSYNTH-MONOMER,Clim0,325.90000000000003,hemB,Less Stable
POTA-MONOMER,Clim0,714.4000000000001,potA,More Stable
POTD-MONOMER,Clim0,720.0000000000001,potD,More Stable
POTF-MONOMER,Clim0,720.0000000000001,potF,More Stable
POTG-MONOMER,Clim0,355.1,potG,Less Stable
PPK-MONOMER,Clim0,720.0000000000001,ppk,More Stable
PRAI-IGPS,Clim0,298.1,trpC,Less Stable
PRIBFAICARPISOM-MONOMER,Clim0,343.00000000000006,hisA,Less Stable
PROP-MONOMER,Clim0,276.9,proP,Less Stable
PROS-MONOMER,Clim0,654.6000000000001,proS,More Stable
PROTEIN-CHEA,Clim0,78.3000000000137,cheA,Less Stable
PROTEIN-NRI,Clim0,290.80000000000007,glnG,Less Stable
PROTEIN-NRII,Clim0,316.2,glnL,Less Stable
PROTEIN-PII,Clim0,334.1,glnB,Less Stable
PROTOHEME-FERROCHELAT-MONOMER,Clim0,632.6000000000001,hemH,More Stable
PROTOPORGENOXI-MONOMER,Clim0,344.00000000000006,hemG,Less Stable
PRPPAMIDOTRANS-MONOMER,Clim0,240.6,purF,Less Stable
PRPPSYN-MONOMER,Clim0,720.0000000000001,prs,More Stable
PSD-MONOMER,Clim0,720.0000000000001,psd,More Stable
PSERPHOSPHA-MONOMER,Clim0,304.0,serB,Less Stable
PSERTRANSAM-MONOMER,Clim0,342.8,serC,Less Stable
PSTB-MONOMER,Clim0,549.4,pstB,Less Stable
PSTS-MONOMER,Clim0,703.5000000000001,pstS,More Stable
PTSG-MONOMER,Clim0,720.0000000000001,ptsG,More Stable
PTSH-MONOMER,Clim0,720.0000000000001,ptsH,More Stable
PTSI-MONOMER,Clim0,348.7,ptsI,Less Stable
PURE-MONOMER,Clim0,328.20000000000005,purE,Less Stable
PURK-MONOMER,Clim0,563.5,purK,Less Stable
PUTP-MONOMER,Clim0,331.1,putP,Less Stable
PYRROLINECARBREDUCT-MONOMER,Clim0,637.9000000000001,proC,More Stable
PYRUVOXID-MONOMER,Clim0,335.4,poxB,Less Stable
QOR-MONOMER,Clim0,358.6,qorA,Less Stable
QUINOPRIBOTRANS-MONOMER,Clim0,349.6,nadC,Less Stable
RBSA-MONOMER,Clim0,676.9000000000001,rbsA,More Stable
RBSB-MONOMER,Clim0,554.6,rbsB,Less Stable
RBSC-MONOMER,Clim0,720.0000000000001,rbsC,More Stable
RCSB-MONOMER,Clim0,261.1,rcsB,Less Stable
RCSC-MONOMER,Clim0,720.0000000000001,rcsC,More Stable
RCSF-MONOMER,Clim0,720.0000000000001,rcsF,More Stable
RED-THIOREDOXIN-MONOMER,Clim0,313.20000000000005,trxA,Less Stable
RELA-MONOMER,Clim0,292.2,relA,Less Stable
RFFTRANS-MONOMER,Clim0,720.0000000000001,wecE,More Stable
RIB5PISOMA-MONOMER,Clim0,321.4,rpiA,Less Stable
RIB5PISOMB-MONOMER,Clim0,335.70000000000005,rpiB,Less Stable
RIBF-MONOMER,Clim0,338.20000000000005,ribF,Less Stable
RIBOFLAVIN-SYN-MONOMER,Clim0,720.0000000000001,ribC,More Stable
RIBOFLAVINSYNDEAM-MONOMER,Clim0,608.9,ribD,More Stable
RIBOKIN-MONOMER,Clim0,339.4,rbsK,Less Stable
RIBULOKIN-MONOMER,Clim0,241.50000000000003,araB,Less Stable
RIBULP3EPIM-MONOMER,Clim0,325.6,rpe,Less Stable
RPOE-MONOMER,Clim0,351.1000000000001,rpoE,Less Stable
RPON-MONOMER,Clim0,285.00000000000006,rpoN,Less Stable
RSTA-MONOMER,Clim0,302.00000000000006,rstA,Less Stable
SAICARSYN-MONOMER,Clim0,358.5,purC,Less Stable
SAPA-MONOMER,Clim0,353.1000000000001,sapA,Less Stable
SAPD-MONOMER,Clim0,331.0,sapD,Less Stable
SAPF-MONOMER,Clim0,346.70000000000005,sapF,Less Stable
SARCOX-MONOMER,Clim0,329.1,solA,Less Stable
SBMA-MONOMER,Clim0,298.4,sbmA,Less Stable
SBP-MONOMER,Clim0,720.0000000000001,sbp,More Stable
SDH-FE-S,Clim0,713.0000000000001,sdhB,More Stable
SDH-FLAVO,Clim0,693.2000000000002,sdhA,More Stable
SDH-MEMB2,Clim0,718.3999999999999,sdhD,More Stable
SECA,Clim0,356.7,secA,Less Stable
SECB,Clim0,670.8,secB,More Stable
SECD,Clim0,720.0000000000001,secD,More Stable
SECF,Clim0,340.4,secF,Less Stable
SECY,Clim0,302.20000000000005,secY,Less Stable
SERINE-O-ACETTRAN-MONOMER,Clim0,329.6000000000001,cysE,Less Stable
SERS-MONOMER,Clim0,691.6,serS,More Stable
SFUA-MONOMER,Clim0,659.4,thiB,More Stable
SFUC-MONOMER,Clim0,356.1,thiQ,Less Stable
SGCA-MONOMER,Clim0,279.2,sgcA,Less Stable
SGCB-MONOMER,Clim0,656.7,sgcX,More Stable
SGCC-MONOMER,Clim0,720.0000000000001,sgcC,More Stable
SIROHEMESYN-MONOMER,Clim0,328.00000000000006,cysG,Less Stable
SMALLILVN-MONOMER,Clim0,218.00000000000003,ilvN,Less Stable
SPERMACTRAN-MONOMER,Clim0,310.4,speG,Less Stable
SPERMIDINESYN-MONOMER,Clim0,574.9,speE,Less Stable
SPOT-MONOMER,Clim0,720.0000000000001,spoT,More Stable
SUCCCOASYN-ALPHA,Clim0,325.7,sucD,Less Stable
SUCCCOASYN-BETA,Clim0,347.1,sucC,Less Stable
SUCCSEMIALDDEHYDROG-MONOMER,Clim0,326.70000000000005,gabD,Less Stable
SUPEROX-DISMUTFE-MONOMER,Clim0,357.50000000000006,sodB,Less Stable
SUPEROX-DISMUTMN-MONOMER,Clim0,306.9,sodA,Less Stable
TAP-MONOMER,Clim0,180.80000000000004,tap,Less Stable
TAR-MONOMER,Clim0,242.0,tar,Less Stable
TATA,Clim0,320.20000000000005,tatA,Less Stable
TAUA-MONOMER,Clim0,720.0000000000001,tauA,More Stable
TDK-MONOMER,Clim0,298.9,tdk,Less Stable
THII-MONOMER,Clim0,277.5,thiI,Less Stable
THIOESTERI-MONOMER,Clim0,664.0,tesA,More Stable
THIOESTERII-MONOMER,Clim0,641.4000000000001,tesB,More Stable
THREDEHYDSYN-MONOMER,Clim0,275.80000000000007,ilvA,Less Stable
THREODEHYD-MONOMER,Clim0,262.1,tdh,Less Stable
THRESYN-MONOMER,Clim0,714.0,thrC,More Stable
THRS-MONOMER,Clim0,677.2,thrS,More Stable
THYMIDYLATESYN-MONOMER,Clim0,335.70000000000005,thyA,Less Stable
TORA-MONOMER,Clim0,720.0000000000001,torA,More Stable
TORR-MONOMER,Clim0,307.80000000000007,torR,Less Stable
TPI-MONOMER,Clim0,355.1,tpiA,Less Stable
TRANSALDOLA-MONOMER,Clim0,357.3,talA,Less Stable
TRANSALDOLB-MONOMER,Clim0,348.3,talB,Less Stable
TRANSKETOII-MONOMER,Clim0,337.7,tktB,Less Stable
TRE6PHYDRO-MONOMER,Clim0,143.30000000000004,treC,Less Stable
TREB-MONOMER,Clim0,253.50000000000006,treB,Less Stable
TREHALAPERI-MONOMER,Clim0,674.6,treA,More Stable
TRG-MONOMER,Clim0,265.2,trg,Less Stable
TRKA-MONOMER,Clim0,691.6,trkA,More Stable
TRKH-MONOMER,Clim0,720.0000000000001,trkH,More Stable
TRPS-MONOMER,Clim0,322.90000000000003,trpS,Less Stable
TRYPSYN-APROTEIN,Clim0,348.9,trpA,Less Stable
TRYPTOPHAN-MONOMER,Clim0,302.6,tnaA,Less Stable
TSA-REDUCT-MONOMER,Clim0,328.20000000000005,garR,Less Stable
TSR-MONOMER,Clim0,271.69999999999993,tsr,Less Stable
TYRB-MONOMER,Clim0,295.1000000000001,tyrB,Less Stable
TYRS-MONOMER,Clim0,720.0000000000001,tyrS,More Stable
UBIX-MONOMER,Clim0,671.2,ubiX,More Stable
UDHA-MONOMER,Clim0,628.9,sthA,More Stable
UDK-MONOMER,Clim0,304.4,udk,Less Stable
UDP-NACMUR-ALA-LIG-MONOMER,Clim0,335.4,murC,Less Stable
UDP-NACMURALA-GLU-LIG-MONOMER,Clim0,720.0000000000001,murD,More Stable
UDP-NACMURALGLDAPAALIG-MONOMER,Clim0,589.8000000000001,murF,Less Stable
UDP-NACMURALGLDAPLIG-MONOMER,Clim0,347.79999999999995,murE,Less Stable
UDPGLUCEPIM-MONOMER,Clim0,337.5,galE,Less Stable
UDPHYDROXYMYRGLUCOSAMNACETYLTRANS-MONO,Clim0,720.0000000000001,lpxD,More Stable
UDPMANNACADEHYDROG-MONOMER,Clim0,595.9,wecC,Less Stable
UDPNACETYLGLUCOSAMACYLTRANS-MONOMER,Clim0,347.5,lpxA,Less Stable
UDPNACETYLGLUCOSAMENOLPYRTRANS-MONOMER,Clim0,591.0,murA,Less Stable
UDPNACETYLMURAMATEDEHYDROG-MONOMER,Clim0,289.8,murB,Less Stable
UGPB-MONOMER,Clim0,720.0000000000001,ugpB,More Stable
UGPC-MONOMER,Clim0,720.0000000000001,ugpC,More Stable
UHPB-MONOMER,Clim0,287.1,uhpB,Less Stable
UHPT-MONOMER,Clim0,104.60000000004945,uhpT,Less Stable
UMPKI-MONOMER,Clim0,623.5000000000001,pyrH,More Stable
URACIL-PRIBOSYLTRANS-MONOMER,Clim0,351.6000000000001,upp,Less Stable
UROGENIIISYN-MONOMER,Clim0,267.0,hemD,Less Stable
URPHOS-MONOMER,Clim0,720.0000000000001,udp,More Stable
USHA-MONOMER,Clim0,720.0000000000001,ushA,More Stable
UUP-MONOMER,Clim0,348.9,uup,Less Stable
UXAC-MONOMER,Clim0,356.7,uxaC,Less Stable
VALS-MONOMER,Clim0,347.79999999999995,valS,Less Stable
XYLF-MONOMER,Clim0,324.6000000000001,xylF,Less Stable
XYLG-MONOMER,Clim0,442.4,xylG,Less Stable
XYLH-MONOMER,Clim0,303.4,xylH,Less Stable
XYLISOM-MONOMER,Clim0,290.3,xylA,Less Stable
XYLULOKIN-MONOMER,Clim0,352.0,xylB,Less Stable
YADG-MONOMER,Clim0,696.6,yadG,More Stable
YADQ-MONOMER,Clim0,720.0000000000001,clcA,More Stable
YBAL-MONOMER,Clim0,720.0000000000001,ybaL,More Stable
YBBA-MONOMER,Clim0,330.7,ybbA,Less Stable
YBBP-MONOMER,Clim0,720.0000000000001,ybbP,More Stable
YBHF-MONOMER,Clim0,711.0000000000001,ybhF,More Stable
YCFU-MONOMER,Clim0,720.0000000000001,lolC,More Stable
YCFW-MONOMER,Clim0,720.0000000000001,lolE,More Stable
YDCS-MONOMER,Clim0,720.0000000000001,ydcS,More Stable
YDCT-MONOMER,Clim0,611.8000000000002,ydcT,More Stable
YDDA-MONOMER,Clim0,317.2,yddA,Less Stable
YDDS-MONOMER,Clim0,286.4,ddpA,Less Stable
YDEX-MONOMER,Clim0,282.2,lsrA,Less Stable
YEHX-MONOMER,Clim0,297.4,yehX,Less Stable
YEJA-MONOMER,Clim0,720.0000000000001,yejA,More Stable
YEJB-MONOMER,Clim0,720.0000000000001,yejB,More Stable
YEJF-MONOMER,Clim0,720.0000000000001,yejF,More Stable
YGIS-MONOMER,Clim0,357.8,ygiS,Less Stable
YHBG-MONOMER,Clim0,671.2,lptB,More Stable
YHBN-MONOMER,Clim0,337.9,lptA,Less Stable
YICJ-MONOMER,Clim0,255.40000000000003,yicJ,Less Stable
YIDC,Clim0,720.0000000000001,yidC,More Stable
YJCE-MONOMER,Clim0,335.9,yjcE,Less Stable
YJCG-MONOMER,Clim0,720.0000000000001,actP,More Stable
YJCH-MONOMER,Clim0,350.6,yjcH,Less Stable
YJCW-MONOMER,Clim0,720.0000000000001,alsA,More Stable
YJCX-MONOMER,Clim0,548.7999999999998,alsB,Less Stable
YJJK-MONOMER,Clim0,336.40000000000003,ettA,Less Stable
YLIB-MONOMER,Clim0,720.0000000000001,gsiB,More Stable
YLIC-MONOMER,Clim0,686.5,gsiC,More Stable
YNEA-MONOMER,Clim0,347.40000000000003,lsrB,Less Stable
YNJD-MONOMER,Clim0,645.1000000000001,ynjD,More Stable
YRAO-MONOMER,Clim0,333.6999999999999,diaA,Less Stable
YRBF-MONOMER,Clim0,720.0000000000001,mlaF,More Stable
YTFQ-MONOMER,Clim0,718.3000000000002,ytfQ,More Stable
YTFR-MONOMER,Clim0,640.3,ytfR,More Stable
ZNUA-MONOMER,Clim0,332.70000000000005,znuA,Less Stable
EG10765-MONOMER,Clim0 (protease substrate),221.1,priC,More Stable
ISOCIT-LYASE-MONOMER,Clim0 (protease substrate),287.0,aceA,More Stable
EG10506-MONOMER,Clim0,333.30000000000007,infC,More Stable
OROPRIBTRANS-MONOMER,Clim0,318.6,pyrE,More Stable
PGPPHOSPHAB-MONOMER,Clim0,720.0000000000001,pgpB,More Stable
PPENTOMUT-MONOMER,Clim0,280.7,deoB,More Stable
