Uniprot Accession,Description,Gene,proteinMW,Peptides.used.for.quantitation,Confidence.score,medianRatio_MG1655.LB_vs_BW25113.Glucose,medianRatio_NCM3722.LB_vs_BW25113.Glucose,medianRatio_MG1655.Glucose_vs_BW25113.Glucose,medianRatio_NCM3722.Glucose_vs_BW25113.Glucose,medianRatio_BW25113.LB_vs_BW25113.Glucose,qvalue_MG1655.LB_vs_BW25113.Glucose,qvalue_NCM3722.LB_vs_BW25113.Glucose,qvalue_MG1655.Glucose_vs_BW25113.Glucose,qvalue_NCM3722.Glucose_vs_BW25113.Glucose,qvalue_BW25113.LB_vs_BW25113.Glucose,Copies/Cell_MG1655.LB,Copies/Cell_MG1655.Glucose,Copies/Cell_NCM3722.LB,Copies/Cell_NCM3722.Glucose,Copies/Cell_BW25113.LB,Copies/Cell_BW25113.Glucose,cv_MG1655.LB,cv_NCM3722.LB,cv_MG1655.Glucose,cv_NCM3722.Glucose,cv_BW25113.LB,cv_BW25113.Glucose,rawInt_A14.07016.1,rawInt_A14.07017.1,rawInt_A14.07018.1,rawInt_A14.07020.1,rawInt_A14.07021.1,rawInt_A14.07022.1,rawInt_A14.07024.1,rawInt_A14.07025.1,rawInt_A14.07026.1,rawInt_A14.07028.1,rawInt_A14.07029.1,rawInt_A14.07030.1,rawInt_A14.07032.1,rawInt_A14.07033.1,rawInt_A14.07034.1,rawInt_A14.07036.1,rawInt_A14.07037.1,rawInt_A14.07038.1,normInt_A14.07016.1,normInt_A14.07017.1,normInt_A14.07018.1,normInt_A14.07020.1,normInt_A14.07021.1,normInt_A14.07022.1,normInt_A14.07024.1,normInt_A14.07025.1,normInt_A14.07026.1,normInt_A14.07028.1,normInt_A14.07029.1,normInt_A14.07030.1,normInt_A14.07032.1,normInt_A14.07033.1,normInt_A14.07034.1,normInt_A14.07036.1,normInt_A14.07037.1,normInt_A14.07038.1,medianNormInt_MG1655.LB,medianNormInt_NCM3722.LB,medianNormInt_MG1655.Glu,medianNormInt_NCM3722.Glu,medianNormInt_BW25113.LB,medianNormInt_BW25113.Glu
P0A9Q7,Aldehyde-alcohol dehydrogenase OS=Escherichia coli (strain K12) GN=adhE PE=1 SV=2,adhE,96048.64958,38,2644.1,0.62,0.58,0.77,0.80,0.69,0.01,0.00,0.14,0.03,0.05,3259,2853,3164,3499,3764,3515,13.24,10.23,16.10,11.96,27.80,4.32,27405524.19,21101295.43,18732567.21,21911460.53,27164424.20,21194323.35,31996672.77,18435802.18,20553237.98,31268105.54,34403111.86,24433031.52,25460178.51,14827981.94,18642862.81,24352195.93,36594299.55,30658808.66,27405524.19,21197405.56,23199628.66,23864907.88,21723634.13,19433174.32,33406197.00,28449702.52,24180359.42,32417986.07,29566505.66,25480658.74,29646700.13,16639461.04,25763035.68,36569546.61,39643139.70,37150140.52,23199628.66,21723634.13,28449702.52,29566505.66,25763035.68,37150140.52
P21889,Aspartyl-tRNA synthetase OS=Escherichia coli (strain K12) GN=aspS PE=1 SV=1,aspS,65853.62132,38,2340.66,1.07,1.30,0.96,1.33,1.21,0.37,0.00,0.42,0.01,0.04,3221,2069,4068,3388,3815,2035,16.32,2.43,7.63,5.74,6.87,0.75,23190119.06,16996515.51,14946504.24,20701242.01,29054926.91,24152685.35,15955569.80,9430193.95,14165640.07,22296246.20,28650466.84,21060446.55,17326076.46,18789626.92,16683657.85,11563037.94,16179216.36,14251790.55,23190119.06,17073929.59,18510722.21,22546796.13,23235486.13,22145710.29,16658447.95,14552456.67,16665513.66,23116187.76,24622603.73,21963465.78,20175074.31,21085085.39,23055561.64,17364144.75,17527181.62,17269295.34,18510722.21,22546796.13,16658447.95,23116187.76,21085085.39,17364144.75
P0A940,Outer membrane protein assembly factor yaeT OS=Escherichia coli (strain K12) GN=yaeT PE=1 SV=1,yaeT,90478.46722,38,2198.94,1.06,0.95,1.04,1.05,0.95,0.51,0.29,0.60,0.47,0.45,2804,1957,2610,2334,2611,1782,1.74,2.20,6.54,2.01,3.32,5.80,20394888.32,20827790.38,17026924.40,16606064.01,23487049.29,20510727.79,19039108.74,14573513.25,17394869.09,20319307.51,24055129.57,19403105.19,15350960.69,16696256.14,13799845.08,12380493.37,18227583.04,17231201.46,20394888.32,20922654.78,21087249.74,18086525.42,18782804.37,18806382.35,19877823.61,22489507.78,20464619.11,21066547.41,20673307.92,20235061.77,17875182.15,18735975.32,19070349.07,18591712.65,19746207.19,20879531.31,20922654.78,18782804.37,20464619.11,20673307.92,18735975.32,19746207.19
P0AC33,"Fumarate hydratase class I, aerobic OS=Escherichia coli (strain K12) GN=fumA PE=1 SV=2",fumA,60242.56175,38,2446.23,4.25,1.89,1.05,1.49,3.24,0.02,0.00,0.81,0.01,0.00,7930,1406,3657,2345,6290,1258,46.82,7.23,8.33,13.26,10.53,0.33,16216240.58,44286644.99,36480011.57,16423519.47,25794719.15,21582941.18,11031296.84,6338632.63,9392150.12,15066476.75,19819716.07,12512155.12,33620932.44,30239368.72,23174055.71,6976717.49,9623232.80,8657790.14,16216240.58,44488357.50,45179217.14,17887706.69,20628268.69,19789499.83,11517249.88,9781630.93,11049624.67,15620544.48,17033335.53,13048645.00,39149360.32,33933599.33,32024803.84,10476894.82,10424988.78,10490887.75,44488357.50,19789499.83,11049624.67,15620544.48,33933599.33,10476894.82
P0A6F3,Glycerol kinase OS=Escherichia coli (strain K12) GN=glpK PE=1 SV=2,glpK,56177.25025,38,2857.58,41.05,9.33,9.04,1.14,15.62,0.00,0.00,0.00,0.05,0.00,32476,5104,7655,761,12848,533,38.90,13.37,10.97,3.71,17.57,6.71,72795525.26,152048527.00,135279085.30,29386986.82,43418184.07,45116451.30,32212123.65,25863801.88,27883499.69,4307949.31,4942472.77,3985994.71,41611487.57,51779919.82,49938632.84,2245917.44,3548789.12,3070866.27,72795525.26,152741062.90,167538411.00,32006891.20,34721911.96,41367485.45,33631138.97,39912419.44,32804225.06,4466373.59,4247628.82,4156904.19,48453835.21,58105679.01,69011438.49,3372680.75,3844455.13,3721055.01,152741062.90,34721911.96,33631138.97,4247628.82,58105679.01,3721055.01
P13035,Aerobic glycerol-3-phosphate dehydrogenase OS=Escherichia coli (strain K12) GN=glpD PE=1 SV=3,glpD,56697.06997,38,2368.95,26.85,9.65,19.60,0.87,10.20,0.00,0.00,0.00,0.13,0.00,11178,5826,4165,304,4417,280,19.53,11.75,4.00,3.25,15.81,6.03,48884834.06,59576183.71,58504269.58,16251761.58,26892162.54,24151276.74,41856751.93,29994126.86,36464826.93,1864833.55,2347945.44,1815994.25,14818279.37,20748126.24,16454851.52,1351186.11,2101225.16,1839606.98,48884834.06,59847535.52,72455489.60,17700636.27,21505904.03,22144418.73,43700634.47,46286241.21,42899937.33,1933412.56,2017856.48,1893859.53,17254909.85,23282847.25,22739368.48,2029068.08,2276287.93,2229103.50,59847535.52,21505904.03,43700634.47,1933412.56,22739368.48,2229103.50
P09546,Bifunctional protein putA OS=Escherichia coli (strain K12) GN=putA PE=1 SV=3,putA,143707.3978,38,2866.72,5.75,3.32,0.99,1.51,17.24,0.01,0.00,0.71,0.00,0.00,390,48,233,86,1216,46,59.19,2.63,28.80,10.06,60.60,2.72,1558639.21,4085592.07,5052382.05,2204249.96,2960156.34,2487531.22,673425.37,526066.85,378624.82,1177975.98,1256288.82,961661.77,23751327.06,8123385.14,8903941.53,456863.44,658656.29,596840.24,1558639.21,4104200.72,6257198.28,2400762.93,2367263.62,2280829.02,703091.25,811814.16,445442.43,1221295.90,1079671.82,1002895.42,27656855.23,9115788.73,12304578.21,686069.08,713531.99,723208.11,4104200.72,2367263.62,703091.25,1079671.82,12304578.21,713531.99
P05055,Polyribonucleotide nucleotidyltransferase OS=Escherichia coli (strain K12) GN=pnp PE=1 SV=3,pnp,77034.97797,37,2293.23,1.13,1.45,0.76,1.26,1.39,0.38,0.00,0.28,0.08,0.06,4619,2208,6111,4317,5888,2745,13.86,4.87,19.10,7.98,17.18,7.65,27750268.75,20901203.70,19656209.68,28521486.70,41566848.80,33018635.88,20492641.70,10564721.97,12798277.94,26446994.92,31427078.99,22662342.63,25627292.59,21955105.64,25231626.90,13482206.52,21732000.86,17727180.23,27750268.75,20996402.47,24343527.51,31064230.14,33241382.51,30274941.85,21395387.91,16303234.01,15056847.04,27419579.74,27008862.24,23634047.14,29841293.46,24637278.81,34868212.62,20246148.69,23542594.24,21480522.73,24343527.51,31064230.14,16303234.01,27008862.24,29841293.46,21480522.73
P39180,Antigen 43 OS=Escherichia coli (strain K12) GN=flu PE=1 SV=3,flu,106742.9816,37,3006.4,17.76,0.64,28.60,1.12,0.72,0.00,0.00,0.00,0.86,0.08,4506,5180,167,239,189,171,27.86,9.36,43.60,31.77,19.81,4.62,20781698.93,36923300.02,25870865.80,957057.87,1434517.57,1371528.95,49422880.56,35477421.93,18007406.79,2407689.84,2351886.55,1225939.64,985423.88,1150887.09,1210600.25,1201320.39,1717970.76,1401685.78,20781698.93,37091474.68,32040161.55,1042381.36,1147196.59,1257561.31,51600067.80,54747935.04,21185254.06,2496232.32,2021243.53,1278504.87,1147461.17,1291486.66,1672958.59,1804015.63,1861102.84,1698462.08,32040161.55,1147196.59,51600067.80,2021243.53,1291486.66,1804015.63
P0A9M0,Lon protease OS=Escherichia coli (strain K12) GN=lon PE=1 SV=1,lon,87364.80487,36,2305.7,1.67,1.80,1.04,1.69,1.97,0.01,0.00,0.91,0.00,0.00,2401,1061,2677,2039,2936,966,11.41,1.94,4.85,8.49,14.70,3.51,16491663.01,13967414.82,14217681.87,16283453.30,21647483.55,19622303.99,9778148.62,6884364.08,8195250.41,16041619.30,19687786.32,13843215.48,17691218.31,13734900.17,14036342.15,6561194.57,9626339.89,8079940.28,16491663.01,14031032.24,17608101.23,17735153.37,17311687.12,17991782.41,10208897.70,10623791.05,9641502.75,16631547.77,16919953.30,14436777.90,20600257.92,15412841.57,19397170.24,9852906.55,10428354.73,9790690.83,16491663.01,17735153.37,10208897.70,16631547.77,19397170.24,9852906.55
P21513,Ribonuclease E OS=Escherichia coli (strain K12) GN=rne PE=1 SV=6,rne,118106.8771,36,2573.24,0.98,1.55,0.71,1.27,1.29,0.85,0.01,0.27,0.02,0.35,1150,597,1875,1256,1566,788,4.05,13.94,22.29,9.49,21.34,4.65,9389151.96,8680207.37,7113944.79,12723626.37,19995969.96,13195617.71,8730135.53,4040271.65,5443316.93,12929105.24,13290146.23,10945193.61,9906918.20,7303378.06,9122414.03,5970315.88,8113352.19,7919494.46,9389151.96,8719743.13,8810371.56,13857961.25,15990956.86,12099123.66,9114717.32,6234853.54,6403923.31,13404571.41,11421733.75,11414496.11,11535953.41,8195604.45,12606490.78,8965587.55,8789313.04,9596274.12,8810371.56,13857961.25,6403923.31,11421733.75,11535953.41,8965587.55
P0AES4,DNA gyrase subunit A OS=Escherichia coli (strain K12) GN=gyrA PE=1 SV=1,gyrA,96885.40294,36,2037.24,1.16,1.36,0.65,1.23,1.40,0.23,0.01,0.30,0.08,0.05,1287,517,1560,1146,1615,747,3.45,11.33,30.45,11.72,17.31,4.68,9870535.65,9816503.96,7500047.09,10584726.84,17330701.80,12418882.62,8669066.39,3600790.79,4659732.49,11532188.92,12128993.73,9100343.95,10220354.11,8774249.23,10107901.48,5662924.72,8491494.28,6996910.04,9870535.65,9861215.22,9288545.74,11528374.87,13859517.96,11386931.63,9050957.95,5556656.87,5482056.24,11956283.67,10423823.38,9490543.91,11900928.88,9846166.45,13968360.40,8503980.09,9198959.90,8478352.63,9861215.22,11528374.87,5556656.87,10423823.38,11900928.88,8503980.09
P0A6Z3,Chaperone protein htpG OS=Escherichia coli (strain K12) GN=htpG PE=1 SV=1,htpG,71360.33894,35,2026.84,2.45,1.93,1.15,1.12,2.58,0.00,0.00,0.17,0.10,0.00,7810,2615,6359,2996,8539,2144,11.54,3.48,6.19,4.54,8.20,2.03,40158096.98,45872232.07,40906550.52,31356306.01,45249872.63,39691317.69,19635405.57,15022017.85,18377992.13,19166668.37,24421878.16,20859860.85,47170169.44,42135902.80,35055712.39,12627803.24,16833608.03,15503925.46,40158096.98,46081166.46,50661330.66,34151778.85,36186729.76,36393155.05,20500388.63,23181629.68,21621238.25,19871520.12,20988496.68,21754279.46,54926553.95,47283488.49,48444360.64,18963096.41,18236093.68,18786542.41,46081166.46,36186729.76,21621238.25,20988496.68,48444360.64,18786542.41
P08839,Phosphoenolpyruvate-protein phosphotransferase OS=Escherichia coli (strain K12) GN=ptsI PE=1 SV=1,ptsI,63503.89517,34,2223.87,0.36,0.33,1.02,0.96,0.32,0.00,0.00,0.97,0.35,0.00,5143,10438,4867,11599,4798,9653,13.69,4.53,5.25,3.71,5.74,4.36,29408013.87,25176821.58,18091130.79,22545609.40,28864374.40,24538819.39,64911725.36,48782988.10,61124587.83,65304765.80,82182340.70,62910523.58,19485330.43,21772217.03,15807871.61,50432079.46,65057287.69,57858937.68,29408013.87,25291494.52,22405232.10,24555592.30,23083099.58,22499758.40,67771230.48,75280776.27,71911516.05,67706340.10,70628629.53,65607969.33,22689383.26,24432047.37,21845290.85,75733551.32,70477510.87,70109301.65,25291494.52,23083099.58,71911516.05,67706340.10,22689383.26,70477510.87
P23847,Periplasmic dipeptide transport protein OS=Escherichia coli (strain K12) GN=dppA PE=1 SV=1,dppA,60237.23952,34,1923.74,0.28,0.04,1.55,1.49,0.31,0.01,0.00,0.01,0.00,0.06,1726,6851,276,7809,1969,4176,52.99,20.94,4.03,4.90,71.39,7.16,2389040.14,8303047.15,6030577.87,1454705.41,1439738.60,1195212.78,39784688.86,26856444.43,37788075.79,37071983.16,46680195.54,40625948.32,19670137.21,5907880.88,5930480.09,17798879.47,27919537.34,22146119.36,2389040.14,8340865.06,7468659.56,1584395.09,1151371.89,1095896.20,41537292.43,41444242.42,44456705.82,38435300.53,40117599.58,42367887.28,22904578.58,6629624.60,8195477.90,26728470.57,30245642.97,26835075.53,7468659.56,1151371.89,41537292.43,40117599.58,8195477.90,26835075.53
P09373,Formate acetyltransferase 1 OS=Escherichia coli (strain K12) GN=pflB PE=1 SV=2,pflB,85284.7241,34,2531.75,0.99,0.84,0.91,1.15,0.97,0.73,0.01,0.21,0.10,0.90,5231,3432,4650,5155,5377,3575,19.79,1.16,6.66,4.43,12.86,3.54,43514381.83,28933883.19,30063509.63,29282424.03,40703705.05,34814148.27,33027885.83,22178795.92,25960600.63,42007856.11,51102759.02,38814038.44,36894850.78,29758132.59,26626967.72,25157618.05,36444569.27,30388074.26,43514381.83,29065668.43,37232604.14,31893006.44,32551118.69,31921255.56,34482837.28,34225803.69,30541983.44,43552689.58,43918411.23,40478287.23,42961622.47,33393572.38,36796468.80,37779044.18,39480934.69,36822084.03,37232604.14,31921255.56,34225803.69,43552689.58,36796468.80,37779044.18
P0AC41,Succinate dehydrogenase flavoprotein subunit OS=Escherichia coli (strain K12) GN=sdhA PE=1 SV=1,sdhA,64363.08691,34,2539.3,2.60,2.36,0.97,1.58,2.54,0.05,0.00,0.70,0.00,0.00,6617,1770,6225,3399,6721,1715,39.21,1.32,10.77,7.86,7.97,1.05,16460420.38,35851430.45,30356536.33,30002626.46,40312920.19,36104249.74,13829301.24,7546325.83,11474345.97,23045111.56,25556844.36,19585411.54,33048351.00,29273950.38,25453820.81,9228426.44,12842446.44,11256071.43,16460420.38,36014723.06,37595507.45,32677416.25,32238604.52,33104155.64,14438512.56,11645315.08,13499274.91,23892592.55,21963902.18,20425184.95,38482626.95,32850239.44,35175267.92,13858272.65,13912409.98,13639298.25,36014723.06,32677416.25,13499274.91,21963902.18,35175267.92,13858272.65
P13029,Catalase-peroxidase OS=Escherichia coli (strain K12) GN=katG PE=1 SV=2,katG,79956.11435,34,2258.4,0.93,0.68,0.99,1.01,0.76,0.25,0.00,0.93,0.59,0.33,1917,1468,1463,1754,1631,1395,23.57,10.04,7.77,9.60,29.57,3.06,7959244.53,12184892.40,10157056.23,7157434.24,11264336.76,10369121.73,13551095.11,7846220.12,11160452.65,12820019.48,15763201.12,10850163.13,12972868.00,7847252.82,7245525.20,8806824.98,12621877.95,10615318.79,7959244.53,12240390.96,12579158.53,7795532.78,9008191.33,9507496.27,14148050.83,12108104.98,13129987.43,13291474.04,13547111.00,11315390.96,15106049.92,8805922.35,10012771.43,13225156.26,13673464.91,12862880.25,12240390.96,9008191.33,13129987.43,13291474.04,10012771.43,13225156.26
P0AES6,DNA gyrase subunit B OS=Escherichia coli (strain K12) GN=gyrB PE=1 SV=2,gyrB,89875.87852,34,2115.45,1.39,1.56,0.95,1.30,1.36,0.05,0.00,0.92,0.05,0.01,1535,750,1780,1204,1562,742,12.74,9.22,10.10,12.04,9.19,2.67,10864720.33,8567696.17,8721693.99,10383911.46,16937126.72,13180554.04,8122526.48,4793230.99,5941909.78,10347480.91,11708884.81,8099269.78,9077086.23,8803232.77,8559470.07,4986120.55,7286579.10,6398921.84,10864720.33,8606719.48,10801512.65,11309656.42,13544772.44,12085311.72,8480341.75,7396802.95,6990505.06,10728008.18,10062776.02,8446546.19,10569668.76,9878690.80,11828544.53,7487627.33,7893657.66,7753753.51,10801512.65,12085311.72,7396802.95,10062776.02,10569668.76,7753753.51
P13009,Methionine synthase OS=Escherichia coli (strain K12) GN=metH PE=1 SV=5,metH,135893.6125,34,1921.63,0.27,0.26,0.76,1.10,0.25,0.00,0.00,0.05,0.24,0.00,151,304,148,519,143,376,15.31,7.41,4.07,9.11,10.06,6.54,1656454.46,1416975.57,1561984.02,1604301.92,1898052.17,1717009.99,4482662.09,3208798.34,3892221.04,7208639.79,7885063.07,5977200.41,1428561.01,1211148.78,1096585.94,3811885.33,5671931.24,5385189.59,1656454.46,1423429.47,1934462.52,1747328.41,1517889.38,1574334.50,4680133.27,4951743.20,4579098.62,7473736.59,6776531.23,6233487.80,1663465.16,1359110.30,1515399.37,5724285.34,6144486.03,6525385.65,1656454.46,1574334.50,4680133.27,6776531.23,1515399.37,6144486.03
P76558,NADP-dependent malic enzyme OS=Escherichia coli (strain K12) GN=maeB PE=1 SV=1,maeB,82346.78295,34,1898.9,3.27,2.01,0.92,1.45,4.00,0.03,0.00,0.46,0.07,0.00,1377,277,876,513,1752,283,48.02,4.76,19.78,14.38,32.35,11.67,4255695.85,9061884.11,10081162.38,4810522.41,7197410.60,6093562.81,2743411.41,1666078.06,1629789.41,4027089.99,4686771.01,3035864.09,12233418.70,6440142.85,8062939.23,2159318.99,2568922.87,2137549.72,4255695.85,9103158.29,12485166.66,5239389.40,5755833.94,5587216.28,2864264.75,2571053.04,1917405.61,4175185.71,4027875.21,3166034.34,14245009.94,7226911.02,11142376.22,3242636.38,2782951.70,2590129.09,9103158.29,5587216.28,2571053.04,4027875.21,11142376.22,2782951.70
P0A6E4,Argininosuccinate synthase OS=Escherichia coli (strain K12) GN=argG PE=1 SV=2,argG,49848.81733,33,2604.07,0.06,0.05,1.07,1.00,0.07,0.00,0.00,0.72,0.86,0.00,694,8158,558,8993,737,7220,7.31,1.56,6.87,6.71,16.23,4.04,2766083.48,3085325.32,2569748.65,2206405.13,2942143.66,2645973.78,44719022.86,34692329.52,43382288.79,43144472.90,55468043.06,49039026.22,3165308.09,2367841.33,2291215.97,33693896.55,44185291.40,38627281.74,2766083.48,3099378.06,3182543.73,2403110.24,2352858.73,2426105.75,46688994.76,53536398.64,51038154.49,44731105.30,47669996.14,51141696.89,3685792.69,2657111.66,3166288.32,50597922.40,47866572.14,46805763.41,3099378.06,2403110.24,51038154.49,47669996.14,3166288.32,47866572.14
P07395,Phenylalanyl-tRNA synthetase beta chain OS=Escherichia coli (strain K12) GN=pheT PE=1 SV=2,pheT,87305.38731,33,2355.31,0.55,0.66,0.49,0.70,0.96,0.01,0.00,0.00,0.01,0.73,3176,1998,3909,3396,5717,3872,22.20,3.00,10.90,10.69,16.61,5.97,27464001.23,17714826.08,17050143.97,23017058.72,30303285.18,28063415.84,18876621.22,12059360.98,13500196.67,26086406.66,31194430.59,21323006.59,30430243.44,32573160.54,34303325.27,23571149.12,36796263.02,31546569.95,27464001.23,17795511.85,21116006.38,25069072.19,24233809.46,25731477.39,19708178.15,18609726.29,15882636.49,27045730.88,26808921.03,22237283.73,35434013.23,36552501.76,47404618.17,35396653.29,39861929.67,38225865.83,21116006.38,25069072.19,18609726.29,26808921.03,36552501.76,38225865.83
P16659,Prolyl-tRNA synthetase OS=Escherichia coli (strain K12) GN=proS PE=1 SV=4,proS,63634.68294,33,2400.61,0.90,0.88,0.99,0.96,0.96,0.81,0.11,0.83,0.83,0.55,4948,3902,5034,4482,5509,3722,11.29,3.70,6.03,4.10,5.44,4.46,31403747.09,25902550.96,20930080.18,24660740.28,31931895.40,27274869.47,27537159.40,17837010.65,26337530.82,28120656.49,31249871.96,26833771.32,21765272.91,24879259.14,20160306.75,19354583.82,26943312.43,22229233.07,31403747.09,26020529.38,25921171.53,26859291.02,25536223.69,25008455.53,28750232.20,27525661.31,30985432.18,29154789.99,26856568.09,27984336.26,25344226.04,27918665.20,27860029.20,29064662.47,29188084.25,26935786.75,26020529.38,25536223.69,28750232.20,27984336.26,27860029.20,29064662.47
P25553,Lactaldehyde dehydrogenase OS=Escherichia coli (strain K12) GN=aldA PE=1 SV=2,aldA,52221.71682,33,1979.13,3.60,1.28,0.88,1.66,2.26,0.09,0.02,0.29,0.00,0.00,13414,2350,4935,5204,8761,2511,54.16,13.99,5.13,8.36,32.67,5.64,16320959.39,57759711.97,45359525.55,16570856.08,24924165.13,25846326.27,13208695.62,8362352.32,12144918.37,24951040.13,31294074.76,21902707.03,49237309.88,28922953.66,25529158.75,9591792.10,14845867.50,12886293.80,16320959.39,58022790.29,56176184.33,18048178.64,19932078.82,23698617.58,13790567.88,12904588.23,14288186.20,25868611.40,26894556.59,22841840.27,57333602.77,32456362.77,35279379.29,14403936.68,16082745.30,15614684.53,56176184.33,19932078.82,13790567.88,25868611.40,35279379.29,15614684.53
P0A9W3,Uncharacterized ABC transporter ATP-binding protein YjjK OS=Escherichia coli (strain K12) GN=yjjK PE=1 SV=2,yjjK,62386.25685,33,2307.33,0.92,1.21,0.88,1.07,1.18,0.27,0.01,0.17,0.79,0.06,3228,2189,4376,3159,4291,2357,13.92,1.98,3.73,9.72,4.37,2.06,18571954.11,14054736.11,14155831.60,20423902.60,28885775.62,24996964.96,15951939.65,11176424.57,13604733.99,19644285.73,24169878.19,16597433.01,19243443.97,18971321.74,16812096.11,12385897.56,17890478.19,15686822.56,18571954.11,14118751.25,17531501.83,22244731.40,23100214.33,22919834.22,16654657.89,17247199.29,16005621.99,20366701.79,20771924.46,17309089.38,22407722.42,21288977.18,23233053.67,18599828.10,19381016.58,19008163.97,17531501.83,22919834.22,16654657.89,20366701.79,22407722.42,19008163.97
P08200,Isocitrate dehydrogenase [NADP] OS=Escherichia coli (strain K12) GN=icd PE=1 SV=1,icd,45709.46787,32,2239.09,0.47,0.46,1.16,1.12,0.37,0.00,0.00,0.34,0.23,0.00,21530,37682,21831,42776,17441,30596,23.93,4.35,7.24,13.09,11.00,3.72,51448155.69,78416745.80,66666278.31,66126145.14,97817234.46,84020313.72,185016413.30,110575729.60,165530911.90,179204571.00,195972726.50,208676897.60,63150911.03,54233208.57,44401948.34,107442335.00,160314619.60,137170005.30,51448155.69,78773910.78,82563851.66,72021413.62,78225321.38,77038619.07,193166795.70,170637902.50,194742889.10,185794795.90,168421646.00,217624440.50,73535074.45,60858676.88,61360156.51,161345510.20,173671171.10,166212752.40,78773910.78,77038619.07,193166795.70,185794795.90,61360156.51,166212752.40
P0A799,Phosphoglycerate kinase OS=Escherichia coli (strain K12) GN=pgk PE=1 SV=2,pgk,41074.62371,32,2323.52,0.97,0.74,0.99,0.82,0.90,0.74,0.00,0.85,0.01,0.32,41675,30363,32918,29971,40534,29050,6.13,0.63,2.30,2.31,7.92,3.44,123773363.00,138298147.20,102637399.40,88910151.59,122361608.50,105510284.10,124279481.00,83740029.73,114494357.90,101825942.30,128610823.90,104055968.40,114800269.00,105940902.90,83490321.31,92417408.66,120224524.20,108571186.50,123773363.00,138928054.20,127112825.80,96836656.51,97853677.85,96742873.57,129754267.10,129225672.50,134699687.10,105570578.10,110529904.10,108517627.80,133677348.30,118883306.80,115377351.10,138782668.40,130240984.70,131558759.40,127112825.80,96836656.51,129754267.10,108517627.80,118883306.80,131558759.40
P0A6P1,Elongation factor Ts OS=Escherichia coli (strain K12) GN=tsf PE=1 SV=2,tsf,30385.76806,32,2464.78,1.40,1.73,0.92,0.98,1.47,0.01,0.00,0.69,0.44,0.02,42440,19987,54436,24930,46380,20435,7.83,2.40,10.20,2.47,12.98,0.46,144933517.20,124394434.40,104774982.00,152859490.80,199028237.30,175074972.10,78452234.28,64241248.33,72777431.52,83625834.05,105289894.10,86820550.03,98882329.65,133239668.10,98673620.39,61777720.41,86244251.63,76446240.09,144933517.20,124961014.00,129760147.00,166487197.90,159164669.80,160527061.70,81908228.78,99135605.09,85620788.96,86701163.26,90487577.49,90543197.85,115141956.80,149517060.20,136359529.60,92771232.31,93429658.64,92632058.62,129760147.00,160527061.70,85620788.96,90487577.49,136359529.60,92771232.31
P04825,Aminopeptidase N OS=Escherichia coli (strain K12) GN=pepN PE=1 SV=2,pepN,98838.72264,32,2105.01,1.29,0.99,0.86,0.84,1.19,0.43,0.71,0.12,0.03,0.05,1959,933,1558,1077,1877,1022,21.04,6.58,0.61,4.36,12.23,1.62,10761763.17,15912922.95,12837091.56,10316307.57,15252496.97,13973310.84,10104972.27,6920565.41,9018235.55,9808339.78,12073192.96,10593085.26,15309526.94,13055752.93,10418535.90,8085312.66,11366460.02,10349534.64,10761763.17,15985401.58,15898288.47,11236025.53,12197558.89,12812194.13,10550118.66,10679656.10,10609723.74,10169040.20,10375867.43,11047290.23,17826935.27,14650725.44,14397633.83,12141665.54,12313452.31,12540822.13,15898288.47,12197558.89,10609723.74,10375867.43,14650725.44,12313452.31
P0AD61,Pyruvate kinase I OS=Escherichia coli (strain K12) GN=pykF PE=1 SV=1,pykF,50679.24536,31,1991.58,0.75,0.67,1.00,0.77,0.73,0.05,0.00,0.73,0.01,0.01,8347,7936,7730,7181,8405,7486,13.75,10.23,7.05,1.43,3.13,5.44,42326675.57,32156725.73,29050375.89,33920147.56,38008648.15,35045629.77,41161925.32,31055585.72,41830976.60,35438605.44,42225275.66,35800053.43,30568976.45,31042050.85,24208482.34,31905044.36,47563139.46,38274486.54,42326675.57,32303190.06,35977873.47,36944191.63,30395857.47,32133502.04,42975199.21,47924259.90,49213075.33,36741855.56,36288980.41,37335070.09,35595558.67,34834342.13,33454303.71,47911613.81,51525844.32,46378271.54,35977873.47,32133502.04,47924259.90,36741855.56,34834342.13,47911613.81
