# Generated by Mia G and Nora V on Nov 8 2024 based on Gupta et al 2024 carbon limited growth conditions 
# Table S1 https://doi.org/10.1038/s41467-024-49920-8
# The following uniprot ids were manually identified as they resulted in no ecocyc monomer if found through API
# {'P06710':'EG10245-MONOMER', 'P32132':'EG11837-MONOMER', 'P75960':'G6577-MONOMER'}
monomer_id	uniprot_id	half_life (units.min)	notes	assignment
H2NEOPTERINP3PYROPHOSPHOHYDRO-MONOMER	P0AFC0	297.93263844	consistent	C-lim12_2
NUOB-MONOMER	P0AFC7	736.3872024	consistent	C-lim12_2
NUOE-MONOMER	P0AFD1	592.99996386	consistent	C-lim12_2
NUOI-MONOMER	P0AFD6	776.1964475999999	consistent	C-lim12_2
EG10667-MONOMER	P0AFG0	610.0665233999999	consistent	C-lim12_2
E2O-MONOMER	P0AFG6	707.5038936000001	consistent	C-lim12_2
EG12015-MONOMER	P0AFI5	353.61416729999996	consistent	C-lim12_2
PDXH-MONOMER	P0AFI7	717.24504	consistent	C-lim12_2
EG10711-MONOMER	P0AFJ1	632.7094596	consistent	C-lim12_2
POTD-MONOMER	P0AFK9	845.508495	consistent	C-lim12_2
G6269-MONOMER	P0AFP4	890.4122352	consistent	C-lim12_2
G6379-MONOMER	P0AFP6	631.5338766	consistent	C-lim12_2
G6635-MONOMER	P0AFR4	782.3103228	consistent	C-lim12_2
G7037-MONOMER	P0AFT2	955.7362596	consistent	C-lim12_2
G7147-MONOMER	P0AFV4	528.77371524	consistent	C-lim12_2
EG12197-MONOMER	P0AFY8	780.9976026	consistent	C-lim12_2
RIBULP3EPIM-MONOMER	P0AG07	717.8616834000001	consistent	C-lim12_2
EG10956-MONOMER	P0AG14	691.9905168	consistent	C-lim12_2
RIBF-MONOMER	P0AG40	653.388279	consistent	C-lim12_2
EG10888-MONOMER	P0AG51	594.9814008	consistent	C-lim12_2
EG10869-MONOMER	P0AG55	713.7071586	consistent	C-lim12_2
EG10913-MONOMER	P0AG59	538.6880699999999	consistent	C-lim12_2
EG11472-MONOMER	P0AG71	469.43562132	consistent	C-lim12_2
SECG	P0AG99	379.5241341	consistent	C-lim12_2
UHPA-MONOMER	P0AGA6	547.85026092	consistent	C-lim12_2
RPOE-MONOMER	P0AGB6	757.1402448	consistent	C-lim12_2
EG10300-MONOMER	P0AGD7	527.4121013399999	consistent	C-lim12_2
EG10976-MONOMER	P0AGE0	514.04231214	consistent	C-lim12_2
YGJU-MONOMER	P0AGE4	749.7852005999999	consistent	C-lim12_2
EG11723-MONOMER	P0AGE6	673.4586402	consistent	C-lim12_2
G7455-MONOMER	P0AGF2	572.91542496	consistent	C-lim12_2
THI-P-KIN-MONOMER	P0AGG0	656.5198368	consistent	C-lim12_2
THIOESTERII-MONOMER	P0AGG2	644.9035368	consistent	C-lim12_2
RED-THIOREDOXIN2-MONOMER	P0AGG4	367.2232752	consistent	C-lim12_2
G7689-MONOMER	P0AGG8	521.91535206	consistent	C-lim12_2
TRKA-MONOMER	P0AGI8	704.1153654	consistent	C-lim12_2
EG10967-MONOMER	P0AGJ2	704.3885496	consistent	C-lim12_2
EG12794-MONOMER	P0AGK4	617.1773064	consistent	C-lim12_2
G7533-MONOMER	P0C066	641.712501	consistent	C-lim12_2
EG11507-MONOMER	P0C0R7	745.9878168	consistent	C-lim12_2
EG11160-MONOMER	P0C0S1	769.4799138000001	consistent	C-lim12_2
EG10852-MONOMER	P0C0U4	664.9273974	consistent	C-lim12_2
EG11914-MONOMER	P0CB39	815.8710510000001	consistent	C-lim12_2
EG11210-MONOMER	P0DM85	389.80722648	consistent	C-lim12_2
PRIBFAICARPISOM-MONOMER	P10371	658.5596154	consistent	C-lim12_2
SECA	P10408	663.614832	consistent	C-lim12_2
L-ASPARTATE-OXID-MONOMER	P10902	528.29889816	consistent	C-lim12_2
UGPC-MONOMER	P10907	760.2981312000001	consistent	C-lim12_2
GLYCPDIESTER-CYTO-MONOMER	P10908	581.0756081999999	consistent	C-lim12_2
UDP-NACMURALGLDAPAALIG-MONOMER	P11880	601.899945	consistent	C-lim12_2
EG10154-MONOMER	P12282	721.6930926	consistent	C-lim12_2
EG11238-MONOMER	P12994	889.4915189999999	consistent	C-lim12_2
DAPASYN-MONOMER	P12995	710.505225	consistent	C-lim12_2
HOMOCYSMETB12-MONOMER	P13009	496.01421888	consistent	C-lim12_2
EG10041-MONOMER	P13016	538.21033758	consistent	C-lim12_2
EG10927-MONOMER	P13458	640.7898798	consistent	C-lim12_2
TREHALAPERI-MONOMER	P13482	714.6342384	consistent	C-lim12_2
EG10942-MONOMER	P14081	577.8934017600001	consistent	C-lim12_2
UDP-NACMURALA-GLU-LIG-MONOMER	P14900	732.3938999999999	consistent	C-lim12_2
EG10697-MONOMER	P15034	808.5668034	consistent	C-lim12_2
EG10426-MONOMER	P15038	550.77778596	consistent	C-lim12_2
FLIN-FLAGELLAR-C-RING-SWITCH	P15070	482.04038166	consistent	C-lim12_2
EG10167-MONOMER	P15078	717.0742002	consistent	C-lim12_2
GLYCRIBONUCSYN-MONOMER	P15640	634.8454794	consistent	C-lim12_2
GLUCDEHYDROG-MONOMER	P15877	857.7121338	consistent	C-lim12_2
LSERINEDEAM1-MONOMER	P16095	213.14005218	consistent	C-lim12_2
PD04099	P16528	635.8964496000001	consistent	C-lim12_2
EG10725-MONOMER	P16692	574.13524866	consistent	C-lim12_2
ACSERLYB-MONOMER	P16703	626.1538398	consistent	C-lim12_2
EG10609-MONOMER	P16926	619.0391304	consistent	C-lim12_2
EG11261-MONOMER	P17117	592.56608478	consistent	C-lim12_2
NACGLCTRANS-MONOMER	P17443	692.0319522	consistent	C-lim12_2
EG10627-MONOMER	P17802	461.27242823999995	consistent	C-lim12_2
BETACOMP-MONOMER	P17846	380.5350534	consistent	C-lim12_2
DHHB-METHYLTRANSFER-MONOMER	P17993	404.14440443999996	consistent	C-lim12_2
NAD-SYNTH-MONOMER	P18843	665.2360848	consistent	C-lim12_2
EG11007-MONOMER	P19934	770.5997262	consistent	C-lim12_2
EG10124-MONOMER	P20099	472.59975936	consistent	C-lim12_2
FADA-MONOMER	P21151	621.4695654	consistent	C-lim12_2
CYSD-MONOMER	P21156	179.11656072	consistent	C-lim12_2
ORNDECARBOX-BIO-MONOMER	P21169	556.150668	consistent	C-lim12_2
ARGDECARBOXBIO-MONOMER	P21170	604.9802424000001	consistent	C-lim12_2
FADB-MONOMER	P21177	485.20021974	consistent	C-lim12_2
EG11259-MONOMER	P21499	729.4337297999999	consistent	C-lim12_2
EG10975-MONOMER	P21507	579.13684584	consistent	C-lim12_2
UDPHYDROXYMYRGLUCOSAMNACETYLTRANS-MONO	P21645	793.4616078	consistent	C-lim12_2
KDPD-MONOMER	P21865	768.9084042	consistent	C-lim12_2
EG10830-MONOMER	P21893	275.51106222	consistent	C-lim12_2
EG11084-MONOMER	P22186	735.8464577999999	consistent	C-lim12_2
ADENODEAMIN-MONOMER	P22333	648.1032696	consistent	C-lim12_2
EG11252-MONOMER	P22524	689.7320964	consistent	C-lim12_2
EG11253-MONOMER	P22525	778.1141778	consistent	C-lim12_2
LIVF-MONOMER	P22731	768.8398878	consistent	C-lim12_2
FPPSYN-MONOMER	P22939	727.038069	consistent	C-lim12_2
PHOSPHASERSYN-MONOMER	P23830	596.07779526	consistent	C-lim12_2
EG11192-MONOMER	P23839	585.6260844599999	consistent	C-lim12_2
EG11145-MONOMER	P23842	825.4736634000001	consistent	C-lim12_2
EG11268-MONOMER	P23882	547.49888904	consistent	C-lim12_2
FOLD-MONOMER	P24186	768.2774388	consistent	C-lim12_2
EG10486-MONOMER	P24192	350.15206386	consistent	C-lim12_2
MYRISTOYLACYLTRAN-MONOMER	P24205	659.1303546	consistent	C-lim12_2
MANNONDEHYDRAT-MONOMER	P24215	569.23055994	consistent	C-lim12_2
EG10829-MONOMER	P24230	652.0007255999999	consistent	C-lim12_2
EG10085-MONOMER	P24240	309.8651544	consistent	C-lim12_2
EG11884-MONOMER	P25397	556.9788483599999	consistent	C-lim12_2
ADHC-MONOMER	P25437	649.4563224	consistent	C-lim12_2
CYTDEAM-MONOMER	P25524	874.162776	consistent	C-lim12_2
SUCCSEMIALDDEHYDROG-MONOMER	P25526	596.97294492	consistent	C-lim12_2
EG11333-MONOMER	P25535	446.66516208	consistent	C-lim12_2
LACTALDDEHYDROG-MONOMER	P25553	618.0881358	consistent	C-lim12_2
PD00261	P25748	567.85758348	consistent	C-lim12_2
FLIF-FLAGELLAR-MS-RING	P25798	447.15636797999997	consistent	C-lim12_2
EG11235-MONOMER	P25888	921.0990018	consistent	C-lim12_2
EG11291-MONOMER	P25894	581.1670182600001	consistent	C-lim12_2
CHORPYRLY-MONOMER	P26602	445.8139374	consistent	C-lim12_2
EG11315-MONOMER	P26646	638.7537113999999	consistent	C-lim12_2
EG11351-MONOMER	P27127	683.230428	consistent	C-lim12_2
EG11423-MONOMER	P27242	712.2418739999999	consistent	C-lim12_2
PD00364	P27245	789.6663503999999	consistent	C-lim12_2
GLND-MONOMER	P27249	528.09414582	consistent	C-lim12_2
EG11436-MONOMER	P27250	719.0359512	consistent	C-lim12_2
EG11357-MONOMER	P27296	634.815789	consistent	C-lim12_2
EG11441-MONOMER	P27298	561.94810824	consistent	C-lim12_2
TRANSKETOI-MONOMER	P27302	602.2868808	consistent	C-lim12_2
EG11354-MONOMER	P27303	883.1267082	consistent	C-lim12_2
UDHA-MONOMER	P27306	654.9808247999999	consistent	C-lim12_2
RFFTRANS-MONOMER	P27833	800.7310212000001	consistent	C-lim12_2
EG11488-MONOMER	P28224	826.4414766	consistent	C-lim12_2
EG11361-MONOMER	P28249	700.8346152	consistent	C-lim12_2
QOR-MONOMER	P28304	595.32816792	consistent	C-lim12_2
FLAVONADPREDUCT-MONOMER	P28861	654.375732	consistent	C-lim12_2
EG11578-MONOMER	P30128	510.9426583200001	consistent	C-lim12_2
THIH-MONOMER	P30140	64.35448188	consistent	C-lim12_2
EG11580-MONOMER	P30177	635.044896	consistent	C-lim12_2
EG11581-MONOMER	P30178	518.1874399799999	consistent	C-lim12_2
ABC-MONOMER	P30750	584.13062166	consistent	C-lim12_2
ARTI-MONOMER	P30859	696.3784116	consistent	C-lim12_2
EG11649-MONOMER	P30864	780.5828628	consistent	C-lim12_2
GLNE-MONOMER	P30870	810.1848588	consistent	C-lim12_2
EG11619-MONOMER	P30958	708.4791768	consistent	C-lim12_2
EG11656-MONOMER	P31068	331.35819684	consistent	C-lim12_2
PHOSGLUCOSAMINEMUT-MONOMER	P31120	760.9310028	consistent	C-lim12_2
POTF-MONOMER	P31133	788.4525282	consistent	C-lim12_2
POTG-MONOMER	P31134	686.2436172	consistent	C-lim12_2
G7790-MONOMER	P31460	619.1894490000001	consistent	C-lim12_2
EG11731-MONOMER	P31473	707.0154642	consistent	C-lim12_2
EG11569-MONOMER	P31554	807.5028678	consistent	C-lim12_2
TREHALOSE6PSYN-MONOMER	P31677	366.1772295	consistent	C-lim12_2
EG11570-MONOMER	P31680	698.5887252	consistent	C-lim12_2
NUOF-MONOMER	P31979	617.1894318	consistent	C-lim12_2
EG11796-MONOMER	P32099	681.6226836000001	consistent	C-lim12_2
EG11837-MONOMER	P32132	619.4760713999999	consistent	C-lim12_2
EG11874-MONOMER	P32160	508.35679073999995	consistent	C-lim12_2
EG11956-MONOMER	P32718	557.07104334	consistent	C-lim12_2
EG11892-MONOMER	P33012	348.95571072	consistent	C-lim12_2
EG11885-MONOMER	P33136	758.7927384	consistent	C-lim12_2
GCVP-MONOMER	P33195	537.10997964	consistent	C-lim12_2
EG12005-MONOMER	P33355	747.2535630000001	consistent	C-lim12_2
NUOG-MONOMER	P33602	626.7791454	consistent	C-lim12_2
EG12097-MONOMER	P33644	525.73661178	consistent	C-lim12_2
NAPA-MONOMER	P33937	566.00198916	consistent	C-lim12_2
COPROGENOXI-MONOMER	P36553	614.8054746	consistent	C-lim12_2
EG12167-MONOMER	P36566	650.5321188	consistent	C-lim12_2
EG12318-MONOMER	P36649	728.96574	consistent	C-lim12_2
DSBD-MONOMER	P36655	832.7161206	consistent	C-lim12_2
TREB-MONOMER	P36672	417.01484346	consistent	C-lim12_2
EG12123-MONOMER	P36771	474.4834788	consistent	C-lim12_2
EG12207-MONOMER	P36999	682.5777408	consistent	C-lim12_2
EG12108-MONOMER	P37013	458.00271702	consistent	C-lim12_2
EG12310-MONOMER	P37095	639.1114272000001	consistent	C-lim12_2
EG12188-MONOMER	P37177	648.6231204	consistent	C-lim12_2
EG11802-MONOMER	P37182	705.4987998	consistent	C-lim12_2
MODA-MONOMER	P37329	775.5434184	consistent	C-lim12_2
EG12387-MONOMER	P37339	577.3216883399999	consistent	C-lim12_2
EG12344-MONOMER	P37344	796.048359	consistent	C-lim12_2
EG12399-MONOMER	P37349	643.8129366000001	consistent	C-lim12_2
O-SUCCINYLBENZOATE-COA-LIG-MONOMER	P37353	735.9889776	consistent	C-lim12_2
EG12211-MONOMER	P37613	717.5082828000001	consistent	C-lim12_2
YHHO-MONOMER	P37617	445.69585301999996	consistent	C-lim12_2
YHIH-MONOMER	P37624	821.6715156	consistent	C-lim12_2
EG12229-MONOMER	P37631	817.4254530000001	consistent	C-lim12_2
EG12256-MONOMER	P37649	788.8106376	consistent	C-lim12_2
EG12278-MONOMER	P37671	805.796589	consistent	C-lim12_2
EG12283-MONOMER	P37676	566.8468057800001	consistent	C-lim12_2
EG12285-MONOMER	P37678	577.2315771	consistent	C-lim12_2
EG12289-MONOMER	P37682	737.7895026	consistent	C-lim12_2
PGMI-MONOMER	P37689	670.1117718	consistent	C-lim12_2
EG12440-MONOMER	P37773	734.288058	consistent	C-lim12_2
EG12347-MONOMER	P37774	657.1742724000001	consistent	C-lim12_2
MENF-MONOMER	P38051	639.0833946	consistent	C-lim12_2
G6839-MONOMER	P38104	701.6149266	consistent	C-lim12_2
EG12443-MONOMER	P38521	599.1347797799999	consistent	C-lim12_2
G6334-MONOMER	P39177	798.3611568	consistent	C-lim12_2
EG12449-MONOMER	P39199	610.0981278	consistent	C-lim12_2
YJCX-MONOMER	P39265	567.55234368	consistent	C-lim12_2
G7853-MONOMER	P39298	676.9093332	consistent	C-lim12_2
G7868-MONOMER	P39315	620.2596786	consistent	C-lim12_2
G7910-MONOMER	P39358	534.46728954	consistent	C-lim12_2
G7911-MONOMER	P39359	569.61545538	consistent	C-lim12_2
G7920-MONOMER	P39371	809.8854293999999	consistent	C-lim12_2
G7951-MONOMER	P39407	300.66820164	consistent	C-lim12_2
EG12600-MONOMER	P39411	509.09103888	consistent	C-lim12_2
GALACTARDEHYDRA-MONOMER	P39829	214.80723138000002	consistent	C-lim12_2
GNTT-MONOMER	P39835	630.3903924	consistent	C-lim12_2
EG12385-MONOMER	P39838	671.8402452	consistent	C-lim12_2
PDXK-MONOMER	P40191	631.3906380000001	consistent	C-lim12_2
EG12137-MONOMER	P40710	653.8213644	consistent	C-lim12_2
EG12658-MONOMER	P40719	943.2108528	consistent	C-lim12_2
SARCOX-MONOMER	P40874	479.74758924	consistent	C-lim12_2
G7603-MONOMER	P42596	775.3229441999999	consistent	C-lim12_2
G7620-MONOMER	P42624	598.35222624	consistent	C-lim12_2
G6732-MONOMER	P43329	822.7269024	consistent	C-lim12_2
G7647-MONOMER	P45470	571.0520679	consistent	C-lim12_2
G7713-MONOMER	P45531	698.5395522	consistent	C-lim12_2
DXPREDISOM-MONOMER	P45568	579.57348594	consistent	C-lim12_2
G7739-MONOMER	P45753	780.7881282	consistent	C-lim12_2
G7741-MONOMER	P45800	910.3469832	consistent	C-lim12_2
G7746-MONOMER	P46837	466.76251182	consistent	C-lim12_2
G7757-MONOMER	P46853	712.3278492000001	consistent	C-lim12_2
G6207-MONOMER	P51024	251.07661092	consistent	C-lim12_2
G7530-MONOMER	P52061	546.1293860999999	consistent	C-lim12_2
G7345-MONOMER	P52101	656.8959990000001	consistent	C-lim12_2
G377-MONOMER	P52612	292.34320092	consistent	C-lim12_2
G6702-MONOMER	P52644	672.801354	consistent	C-lim12_2
6PGLUCONOLACT-MONOMER	P52697	750.7970478000001	consistent	C-lim12_2
G7798-MONOMER	P56259	608.325738	consistent	C-lim12_2
EG11083-MONOMER	P60240	819.0101982	consistent	C-lim12_2
EG12165-MONOMER	P60293	586.70524368	consistent	C-lim12_2
EG10865-MONOMER	P60422	703.2828648	consistent	C-lim12_2
GMP-REDUCT-MONOMER	P60560	596.33261634	consistent	C-lim12_2
EG10884-MONOMER	P60624	555.9489402	consistent	C-lim12_2
EG11536-MONOMER	P60872	749.8948176	consistent	C-lim12_2
EG10882-MONOMER	P61175	679.2187242	consistent	C-lim12_2
LUMAZINESYN-MONOMER	P61714	833.55669	consistent	C-lim12_2
EG11294-MONOMER	P62615	655.2969612	consistent	C-lim12_2
G7845-MONOMER	P63177	628.7704391999999	consistent	C-lim12_2
G6106-MONOMER	P63224	677.970723	consistent	C-lim12_2
YRBF-MONOMER	P63386	823.8331632000001	consistent	C-lim12_2
G6704-MONOMER	P64448	779.4776604	consistent	C-lim12_2
EG12799-MONOMER	P64604	807.8879778	consistent	C-lim12_2
G7715-MONOMER	P64624	449.95376346	consistent	C-lim12_2
G7453-MONOMER	P65292	659.5313111999999	consistent	C-lim12_2
G7448-MONOMER	P65367	806.3110164	consistent	C-lim12_2
G7191-MONOMER	P65556	477.95157996	consistent	C-lim12_2
G7311-MONOMER	P66948	600.6122796	consistent	C-lim12_2
G7192-MONOMER	P67095	564.58867236	consistent	C-lim12_2
G7619-MONOMER	P67660	701.7771084000001	consistent	C-lim12_2
G7688-MONOMER	P67662	665.4209388	consistent	C-lim12_2
EG12233-MONOMER	P68567	710.4268686	consistent	C-lim12_2
EG11915-MONOMER	P68739	713.8974347999999	consistent	C-lim12_2
ADENYL-KIN-MONOMER	P69441	709.5013494	consistent	C-lim12_2
CCME-MONOMER	P69490	543.16863504	consistent	C-lim12_2
ADENPRIBOSYLTRAN-MONOMER	P69503	502.02769122	consistent	C-lim12_2
CELA-MONOMER	P69795	377.48772756	consistent	C-lim12_2
G6849-MONOMER	P69853	758.2116474	consistent	C-lim12_2
NRDB-MONOMER	P69924	559.3042579199999	consistent	C-lim12_2
G6152-MONOMER	P71298	185.45261394	consistent	C-lim12_2
G6284-MONOMER	P75713	699.3522156	consistent	C-lim12_2
OCTAPRENYL-METHYL-METHOXY-BENZOQ-OH-MON	P75728	481.373508	consistent	C-lim12_2
G6381-MONOMER	P75745	643.5354168	consistent	C-lim12_2
G6382-MONOMER	P75746	487.25142078	consistent	C-lim12_2
G6418-MONOMER	P75785	656.369334	consistent	C-lim12_2
G6452-MONOMER	P75820	690.6341189999999	consistent	C-lim12_2
G6453-MONOMER	P75821	638.1705036	consistent	C-lim12_2
G6488-MONOMER	P75864	631.4976288	consistent	C-lim12_2
G6499-MONOMER	P75874	626.7571968	consistent	C-lim12_2
G6540-MONOMER	P75914	621.0936144	consistent	C-lim12_2
G361-MONOMER	P75937	241.87784856	consistent	C-lim12_2
FLGF-FLAGELLAR-MOTOR-ROD-PROTEIN	P75938	261.7104342	consistent	C-lim12_2
G6567-MONOMER	P75949	529.3059513000001	consistent	C-lim12_2
YCFV-MONOMER	P75957	686.4668687999999	consistent	C-lim12_2
G6576-MONOMER	P75959	610.1759928	consistent	C-lim12_2
G6577-MONOMER	P75960	626.330613	consistent	C-lim12_2
G6628-MONOMER	P76016	598.2590331	consistent	C-lim12_2
G6638-MONOMER	P76034	734.3260074	consistent	C-lim12_2
G6663-MONOMER	P76049	740.5196928	consistent	C-lim12_2
G6783-MONOMER	P76129	419.56330818000004	consistent	C-lim12_2
G6804-MONOMER	P76143	533.39547828	consistent	C-lim12_2
G6860-MONOMER	P76177	655.178226	consistent	C-lim12_2
G6884-MONOMER	P76185	754.0825356	consistent	C-lim12_2
G6887-MONOMER	P76187	595.12530342	consistent	C-lim12_2
G6949-MONOMER	P76223	841.7270688	consistent	C-lim12_2
G6978-MONOMER	P76243	306.01845534	consistent	C-lim12_2
G6985-MONOMER	P76250	216.89520792	consistent	C-lim12_2
G6991-MONOMER	P76256	648.9886308	consistent	C-lim12_2
G7003-MONOMER	P76268	648.2050992000001	consistent	C-lim12_2
G7048-MONOMER	P76329	520.92362976	consistent	C-lim12_2
G7049-MONOMER	P76330	760.7114934	consistent	C-lim12_2
G7057-MONOMER	P76340	656.6233554	consistent	C-lim12_2
G7061-MONOMER	P76344	789.7684614	consistent	C-lim12_2
G7108-MONOMER	P76389	914.2472418	consistent	C-lim12_2
B2076-MONOMER	P76399	899.9740698	consistent	C-lim12_2
G7131-MONOMER	P76418	594.91661808	consistent	C-lim12_2
THZ-KIN-MONOMER	P76423	551.49602238	consistent	C-lim12_2
G7145-MONOMER	P76440	195.4671006	consistent	C-lim12_2
G7263-MONOMER	P76535	512.76804564	consistent	C-lim12_2
G7267-MONOMER	P76537	893.609403	consistent	C-lim12_2
G7269-MONOMER	P76539	609.0538349999999	consistent	C-lim12_2
G7271-MONOMER	P76541	717.811182	consistent	C-lim12_2
G7312-MONOMER	P76569	442.96699128	consistent	C-lim12_2
G7323-MONOMER	P76578	838.8605556	consistent	C-lim12_2
G7350-MONOMER	P76594	770.397603	consistent	C-lim12_2
G6737-MONOMER	P77171	288.73823802	consistent	C-lim12_2
G7258-MONOMER	P77173	717.2471838	consistent	C-lim12_2
G6958-MONOMER	P77256	567.74067228	consistent	C-lim12_2
MDLA-MONOMER	P77265	734.04438	consistent	C-lim12_2
G6961-MONOMER	P77280	561.9150331799999	consistent	C-lim12_2
G6875-MONOMER	P77285	703.9963722	consistent	C-lim12_2
G6670-MONOMER	P77357	343.72355682	consistent	C-lim12_2
G6178-MONOMER	P77433	332.88271638	consistent	C-lim12_2
G6177-MONOMER	P77536	252.09047184	consistent	C-lim12_2
G7193-MONOMER	P77544	646.0473618	consistent	C-lim12_2
G6227-MONOMER	P77562	692.6165483999999	consistent	C-lim12_2
G6823-MONOMER	P77695	703.2590544	consistent	C-lim12_2
G6957-MONOMER	P77721	609.4804074	consistent	C-lim12_2
G6913-MONOMER	P77748	691.3528086	consistent	C-lim12_2
G6245-MONOMER	P77756	561.8307628199999	consistent	C-lim12_2
G7196-MONOMER	P77775	667.4804388	consistent	C-lim12_2
G6329-MONOMER	P77806	386.00922318000005	consistent	C-lim12_2
G6428-MONOMER	P78055	525.63081804	consistent	C-lim12_2
G6952-MONOMER	P78067	772.1247906	consistent	C-lim12_2
PHENDEHYD-MONOMER	P80668	533.80432128	consistent	C-lim12_2
G7484-MONOMER	Q46798	589.2532647	consistent	C-lim12_2
G7486-MONOMER	Q46800	379.56080856	consistent	C-lim12_2
G495-MONOMER	Q46829	602.8545828	consistent	C-lim12_2
G7593-MONOMER	Q46871	596.6252467200001	consistent	C-lim12_2
G7434-MONOMER	Q46906	795.8817348	consistent	C-lim12_2
MMUM-MONOMER	Q47690	588.08865612	consistent	C-lim12_2
G7422-MONOMER	Q57261	817.3958496	consistent	C-lim12_2
EG12633-MONOMER	Q93K97	695.2717926	consistent	C-lim12_2
G6474-MONOMER	P0AB06	467.53059485999995	consistent	C-lim12_2
HYCELARGE-MONOMER	P16431	708.0414072	consistent	C-lim12_2
EG11360-MONOMER	P27297	366.8579664	consistent	C-lim12_2
ARGDECARBOXDEG-MONOMER	P28629	695.0926944	consistent	C-lim12_2
EG11685-MONOMER	P31434	811.6305546	consistent	C-lim12_2
LCTP-MONOMER	P33231	161.16470094000002	consistent	C-lim12_2
NUOL-MONOMER	P33607	786.1014576	consistent	C-lim12_2
G7913-MONOMER	P39361	196.84060542	consistent	C-lim12_2
G7611-MONOMER	P42616	457.1607276	consistent	C-lim12_2
PD00297	P46068	706.0725497999999	consistent	C-lim12_2
MONOMER0-561	P52074	258.00411588000003	consistent	C-lim12_2
TREHALACYTO-MONOMER	P62601	238.2605436	consistent	C-lim12_2
G7343-MONOMER	P76585	587.88570156	consistent	C-lim12_2
G7342-MONOMER	P77269	625.8136529999999	consistent	C-lim12_2
G6963-MONOMER	P77539	258.46382922	consistent	C-lim12_2
MONOMER0-2676	Q2MB16	898.2783732	consistent	C-lim12_2
EG10252-MONOMER	P06864	825.78966	consistent	C-lim12_2
G6784-MONOMER	P0AA89	285.01215816	consistent	C-lim12_2
G6473-MONOMER	P0AB03	430.8283413	consistent	C-lim12_2
ARAH-MONOMER	P0AE26	474.19352964	consistent	C-lim12_2
GLPF-MONOMER	P0AER0	383.49523086	consistent	C-lim12_2
NARY-MONOMER	P19318	623.8584347999999	consistent	C-lim12_2
NARZ-MONOMER	P19319	745.0635342	consistent	C-lim12_2
EG11563-MONOMER	P31574	550.48053648	consistent	C-lim12_2
EG11848-MONOMER	P32143	497.17289358000005	consistent	C-lim12_2
EG11811-MONOMER	P33224	704.2335756	consistent	C-lim12_2
TORA-MONOMER	P33225	872.3318304	consistent	C-lim12_2
EG12008-MONOMER	P33358	267.1454094	consistent	C-lim12_2
EG12019-MONOMER	P33368	670.5554586	consistent	C-lim12_2
G7879-MONOMER	P39332	737.9488572	consistent	C-lim12_2
G7915-MONOMER	P39364	521.7269549399999	consistent	C-lim12_2
SGCB-MONOMER	P39366	671.8108043999999	consistent	C-lim12_2
G7931-MONOMER	P39383	399.88749251999997	consistent	C-lim12_2
G7726-MONOMER	P45543	452.54042046	consistent	C-lim12_2
G7544-MONOMER	P52073	217.11527963999998	consistent	C-lim12_2
G7442-MONOMER	P55138	537.81854046	consistent	C-lim12_2
G7250-MONOMER	P69808	362.85085416	consistent	C-lim12_2
G6437-MONOMER	P75804	416.44565711999996	consistent	C-lim12_2
G6769-MONOMER	P76121	628.352532	consistent	C-lim12_2
SUCCARGDIHYDRO-MONOMER	P76216	532.03916832	consistent	C-lim12_2
EG11662-MONOMER	P76318	586.6995134399999	consistent	C-lim12_2
G6199-MONOMER	P77243	555.33208266	consistent	C-lim12_2
G6792-MONOMER	P77588	505.83167490000005	consistent	C-lim12_2
G7167-MONOMER	P77757	720.0668903999999	consistent	C-lim12_2
G7489-MONOMER	Q46803	571.72211178	consistent	C-lim12_2
IPPISOM-MONOMER	Q46822	545.46894432	consistent	C-lim12_2
G7420-MONOMER	Q46891	399.88844040000004	consistent	C-lim12_2
G6866-MONOMER	Q47706	776.4876342	consistent	C-lim12_2
YTFR-MONOMER	Q6BEX0	654.1493436000001	consistent	C-lim12_2
EG11705-MONOMER	P31447	450.44780376	consistent	C-lim12_2
FDOG-MONOMER	P32176	719.6520138000001	consistent	C-lim12_2
NARU-MONOMER	P37758	898.7306334	consistent	C-lim12_2
G6979-MONOMER	P64493	957.3107328	consistent	C-lim12_2
CYANLY-MONOMER	P00816	660.0868794	consistent	C-lim12_2
CELB-MONOMER	P17334	663.2571882	consistent	C-lim12_2
G7496-MONOMER	Q46810	193.2148908	consistent	C-lim12_2
EG11401-MONOMER	P0AFM4	472.5922347	consistent	C-lim12_2
MALDEXPHOSPHORYL-MONOMER	P00490	429.30158832	> 6 hrs, 1 replicate	> 6
ALKAPHOSPHA-MONOMER	P00634	593.47410756	> 6 hrs, 1 replicate	> 6
EG10530-MONOMER	P00803	286.29208911	> 3 hrs, inconsistent	> 3
PABASYN-COMPII-MONOMER	P00903	485.91301215	> 6 hrs, 1 replicate	> 6
TRPS-MONOMER	P00954	636.44865693	> 6 hrs, inconsistent	> 6
GLYQ-MONOMER	P00960	396.5087919	> 6 hrs, 1 replicate	> 6
TSR-MONOMER	P02942	302.77976598000004	> 3 hrs, inconsistent	> 3
EG11222-MONOMER	P04395	146.16872976	< 3 hrs, inconsistent	< 3
RBSA-MONOMER	P04983	581.84047572	> 6 hrs, inconsistent	> 6
DIHYDROOROT-MONOMER	P05020	370.99599384	> 6 hrs, inconsistent	> 6
PD00967	P05052	368.59508982	> 6 hrs, 1 replicate	> 6
