monomer_id	degradation_rate(1/s)	half_life_(min)	degradation_rate_source
DETHIOBIOTIN-SYN-MONOMER	3.565571916460624e-05	324.0	CL_measured_deg_rates_2020
DGTPTRIPHYDRO-MONOMER	1.6097207986938607e-05	717.6681209999999	Gupta_et_al_MS_2024
DHHB-METHYLTRANSFER-MONOMER	2.8584963400247988e-05	404.1444044400001	Gupta_et_al_MS_2024
DHPDIOXYGEN-MONOMER	1.925408834888737e-05	600.0	N_end_rule
DIACYLGLYKIN-MONOMER	2.1703897319155932e-05	532.27550976	Gupta_et_al_MS_2024
DIAMINOPIMDECARB-MONOMER	2.2138317184193055e-05	521.83067544	Gupta_et_al_MS_2024
DIAMINOPIMEPIM-MONOMER	1.9060175422863915e-05	606.1042332000001	Gupta_et_al_MS_2024
DIENOYLCOAREDUCT-MONOMER	1.7338717004772743e-05	666.2807291999999	Gupta_et_al_MS_2024
DIHYDRODIPICSYN-MONOMER	1.669417829210897e-05	692.0048898	Gupta_et_al_MS_2024
DIHYDROFOLATEREDUCT-MONOMER	1.5275697075903502e-05	756.2635572	Gupta_et_al_MS_2024
DIHYDROOROT-MONOMER	3.1139023604429176e-05	370.99599384	Gupta_et_al_MS_2024
DIHYDROOROTOX-MONOMER	1.4341296609646167e-05	805.5375552	Gupta_et_al_MS_2024
DIHYDROPICRED-MONOMER	1.5453696560780094e-05	747.5527272	Gupta_et_al_MS_2024
DIHYDROPTERIREDUCT-MONOMER	3.107981581041421e-05	371.7027501	Gupta_et_al_MS_2024
DIHYDROXYACIDDEHYDRAT-MONOMER	1.792229634360673e-05	644.5855368	Gupta_et_al_MS_2024
DINF-MONOMER	1.925408834888737e-05	600.0	N_end_rule
DIOHBUTANONEPSYN-MONOMER	0.0001334793534806631	86.54861376	Gupta_et_al_MS_2024
DISULFOXRED-MONOMER	2.196565832439358e-05	525.9324732599999	Gupta_et_al_MS_2024
DLACTDEHYDROGFAD-MONOMER	1.8913641961382243e-05	610.8000264	Gupta_et_al_MS_2024
DLACTDEHYDROGNAD-MONOMER	1.6899238360322828e-05	683.6079096000001	Gupta_et_al_MS_2024
DMBPPRIBOSYLTRANS-MONOMER	2.363941654079028e-05	488.69450688	Gupta_et_al_MS_2024
DMK-MONOMER	2.046318016134983e-05	564.54827247	Gupta_et_al_MS_2024
DMSA-MONOMER	2.350756108364316e-05	491.43562653	Gupta_et_al_MS_2024
DMSB-MONOMER	2.8727183012369444e-05	402.14360748	Gupta_et_al_MS_2024
DMSC-MONOMER	3.686235341279945e-05	313.39434246	Gupta_et_al_MS_2024
DPPA-MONOMER	1.2303526446772903e-05	938.9546207999999	Gupta_et_al_MS_2024
DPPB-MONOMER	1.3644217731380468e-05	846.6922205999999	Gupta_et_al_MS_2024
DPPC-MONOMER	1.370355223324808e-05	843.0261594	Gupta_et_al_MS_2024
DPPD-MONOMER	1.518698089257857e-05	760.6813422	Gupta_et_al_MS_2024
DPPF-MONOMER	1.6346994521115525e-05	706.7019564	Gupta_et_al_MS_2024
DSBBPROT-MONOMER	1.925408834888737e-05	600.0	N_end_rule
DSBC-MONOMER	1.618629607636288e-05	713.7181325999999	Gupta_et_al_MS_2024
DSBD-MONOMER	1.3873218884015948e-05	832.7161206	Gupta_et_al_MS_2024
DSBG-MONOMER	1.572525746561717e-05	734.6431709999999	Gupta_et_al_MS_2024
DSDX-MONOMER	2.1748375490017957e-05	531.18693921	Gupta_et_al_MS_2024
DSERDEAM-MONOMER	1.692024266297773e-05	682.7592984	Gupta_et_al_MS_2024
DTDPDEHYDRHAMEPIM-MONOMER	1.925408834888737e-05	600.0	N_end_rule
DTDPDEHYRHAMREDUCT-MONOMER	1.925408834888737e-05	600.0	N_end_rule
DTDPGLUCDEHYDRAT-MONOMER	1.925408834888737e-05	600.0	N_end_rule
DTDPGLUCDEHYDRAT2-MONOMER	1.4814460261436313e-05	779.8092408	Gupta_et_al_MS_2024
DTDPGLUCOSEPP-MONOMER	1.925408834888737e-05	600.0	N_end_rule
DTDPGLUCOSEPP2-MONOMER	2.362841329165072e-05	488.92208151	Gupta_et_al_MS_2024
DTMPKI-MONOMER	1.938018617169768e-05	596.09608014	Gupta_et_al_MS_2024
DUTP-PYROP-MONOMER	1.4695637787272467e-05	786.1144359000002	Gupta_et_al_MS_2024
DXPREDISOM-MONOMER	1.9932680306442424e-05	579.57348594	Gupta_et_al_MS_2024
DXS-MONOMER	1.6459368436745708e-05	701.8770528000001	Gupta_et_al_MS_2024
E1O-MONOMER	2.2136751928700754e-05	521.86757328	Gupta_et_al_MS_2024
E1P-MONOMER	1.5381100594505704e-05	751.0810385999999	Gupta_et_al_MS_2024
E2O-MONOMER	1.632846562942565e-05	707.5038936	Gupta_et_al_MS_2024
E2P-MONOMER	1.7411043505185836e-05	663.5129598000001	Gupta_et_al_MS_2024
E3-MONOMER	1.436238865281811e-05	804.3545742	Gupta_et_al_MS_2024
EG10003-MONOMER	1.562811651726657e-05	739.209552	Gupta_et_al_MS_2024
EG10004-MONOMER	1.5385794441395016e-05	750.8519013000001	Gupta_et_al_MS_2024
EG10011-MONOMER	2.9216609528013443e-05	395.40703716	Gupta_et_al_MS_2024
EG10013-MONOMER	3.108154902919104e-05	371.68202262	Gupta_et_al_MS_2024
EG10015-MONOMER	1.6424568031566893e-05	703.3641911999999	Gupta_et_al_MS_2024
EG10018-MONOMER	3.1843255023072714e-05	362.79120966000005	Gupta_et_al_MS_2024
EG10021-MONOMER	2.1948790324535746e-05	526.33666086	Gupta_et_al_MS_2024
EG10037-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG10040-MONOMER	1.8350562125239323e-05	629.5421868000001	Gupta_et_al_MS_2024
EG10041-MONOMER	2.146456915204691e-05	538.21033758	Gupta_et_al_MS_2024
EG10042-MONOMER	1.471045259335188e-05	785.3227449	Gupta_et_al_MS_2024
EG10043-MONOMER	1.8074187750219956e-05	639.1685849999999	Gupta_et_al_MS_2024
EG10044-MONOMER	1.660398312264116e-05	695.7639576	Gupta_et_al_MS_2024
EG10047-MONOMER	5.772414050310129e-05	200.1320922	Gupta_et_al_MS_2024
EG10048-MONOMER	2.6785299212605893e-05	431.29826244	Gupta_et_al_MS_2024
EG10083-MONOMER	8.165557829893076e-05	141.47781756	Gupta_et_al_MS_2024
EG10085-MONOMER	3.72821946749764e-05	309.86515440000005	Gupta_et_al_MS_2024
EG10087-MONOMER	2.271679692078028e-05	508.54233762	Gupta_et_al_MS_2024
EG10090-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG10106-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG10108-MONOMER	2.363134356819461e-05	488.86145538000005	Gupta_et_al_MS_2024
EG10113-MONOMER	1.5410697328395046e-05	749.6385636000001	Gupta_et_al_MS_2024
EG10114-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG10116-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG10119-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG10122-MONOMER	1.595959610738899e-05	723.8562261600001	Gupta_et_al_MS_2024
EG10124-MONOMER	2.4444475014072976e-05	472.59975936000006	Gupta_et_al_MS_2024
EG10125-MONOMER	9.610322614325726e-05	120.20879499000002	Gupta_et_al_MS_2024
EG10126-MONOMER	1.5458601900229016e-05	747.3155129999999	Gupta_et_al_MS_2024
EG10136-MONOMER	2.1747837238692024e-05	531.2000859	Gupta_et_al_MS_2024
EG10143-MONOMER	9.479172061996974e-05	121.87196238	Gupta_et_al_MS_2024
EG10144-MONOMER	1.8834681945629574e-05	613.3606632	Gupta_et_al_MS_2024
EG10145-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG10153-MONOMER	1.685474923089496e-05	685.4123340000001	Gupta_et_al_MS_2024
EG10154-MONOMER	1.600743186790537e-05	721.6930926	Gupta_et_al_MS_2024
EG10155-MONOMER	3.269510390563895e-05	353.33892936	Gupta_et_al_MS_2024
EG10156-MONOMER	0.00014323045750063012	80.65639956	Gupta_et_al_MS_2024
EG10158-MONOMER	1.705517462734995e-05	677.3576502	Gupta_et_al_MS_2024
EG10159-MONOMER	7.702479873339172e-05	149.98355334	Gupta_et_al_MS_2024
EG10167-MONOMER	1.611054059135068e-05	717.0742002	Gupta_et_al_MS_2024
EG10168-MONOMER	1.428768468153908e-05	808.5601877999999	Gupta_et_al_MS_2024
EG10169-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG10201-MONOMER	1.9174473060568924e-05	602.49129	Gupta_et_al_MS_2024
EG10202-MONOMER	1.4612309021966473e-05	790.597365	Gupta_et_al_MS_2024
EG10203-MONOMER	1.5106364025079371e-05	764.7408066	Gupta_et_al_MS_2024
EG10204-MONOMER	1.870525326669673e-05	617.6047362	Gupta_et_al_MS_2024
EG10210-MONOMER	3.375508138003325e-05	342.24337602	Gupta_et_al_MS_2024
EG10211-MONOMER	2.898082431295373e-05	398.624031	Gupta_et_al_MS_2024
EG10212-MONOMER	1.8922050637792603e-05	610.528596	Gupta_et_al_MS_2024
EG10215-MONOMER	0.00011723822514689431	98.53827959999998	Gupta_et_al_MS_2024
EG10216-MONOMER	2.0907738253099225e-05	552.54436752	Gupta_et_al_MS_2024
EG10218-MONOMER	2.7205467642938616e-05	424.63717812	Gupta_et_al_MS_2024
EG10226-MONOMER	2.3615305935424082e-05	489.19345110000006	Gupta_et_al_MS_2024
EG10227-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG10228-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG10229-MONOMER	2.935630008722076e-05	393.52551156	Gupta_et_al_MS_2024
EG10230-MONOMER	3.5583824051348e-05	324.65462375999994	Gupta_et_al_MS_2024
EG10236-MONOMER	2.0127914331337482e-05	573.95181732	Gupta_et_al_MS_2024
EG10237-MONOMER	3.470211674379588e-05	332.90341032	Gupta_et_al_MS_2024
EG10238-MONOMER	2.3122633677602978e-05	499.61666004	Gupta_et_al_MS_2024
EG10239-MONOMER	1.562540969099171e-05	739.337607	Gupta_et_al_MS_2024
EG10240-MONOMER	1.9633481500647174e-05	588.40572972	Gupta_et_al_MS_2024
EG10241-MONOMER	1.8426636461139427e-05	626.9431230000001	Gupta_et_al_MS_2024
EG10242-MONOMER	1.6689252151678114e-05	692.2091477999999	Gupta_et_al_MS_2024
EG10243-MONOMER	5.6518656820867216e-05	204.40069985999997	Gupta_et_al_MS_2024
EG10244-MONOMER	3.59295028881588e-05	321.53111178	Gupta_et_al_MS_2024
EG10246-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG10252-MONOMER	1.398958302448643e-05	825.78966	Gupta_et_al_MS_2024
EG10253-MONOMER	2.3570158457382584e-05	490.13047707	Gupta_et_al_MS_2024
EG10255-MONOMER	1.941430473368048e-05	595.0485050999999	Gupta_et_al_MS_2024
EG10266-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG10270-MONOMER	2.9552046034342463e-05	390.9188892	Gupta_et_al_MS_2024
EG10271-MONOMER	0.00010704073854630406	107.92575954	Gupta_et_al_MS_2024
EG10272-MONOMER	7.992362493301308e-05	144.54365676	Gupta_et_al_MS_2024
EG10280-MONOMER	1.7339219349211464e-05	666.2614259999999	Gupta_et_al_MS_2024
EG10284-MONOMER	4.947052768588554e-05	233.52192809999997	Gupta_et_al_MS_2024
EG10286-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG10292-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG10293-MONOMER	1.2041742013002352e-05	959.3672574	Gupta_et_al_MS_2024
EG10297-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG10299-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG10300-MONOMER	2.1904034776564694e-05	527.4121013399999	Gupta_et_al_MS_2024
EG10302-MONOMER	1.2741624266066136e-05	906.670356	Gupta_et_al_MS_2024
EG10306-MONOMER	5.727326253483522e-05	201.70761186	Gupta_et_al_MS_2024
EG10307-MONOMER	1.67859885836616e-05	688.2199968	Gupta_et_al_MS_2024
EG10308-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG10309-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG10310-MONOMER	3.2028349881563716e-05	360.69460499999997	Gupta_et_al_MS_2024
EG10311-MONOMER	4.203791476539733e-05	274.8103247700001	Gupta_et_al_MS_2024
EG10312-MONOMER	0.0005790696871287173	19.950022020000002	Gupta_et_al_MS_2024
EG10313-MONOMER	1.8142006659488953e-05	636.77922879	Gupta_et_al_MS_2024
EG10314-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG10315-MONOMER	1.4777484794758117e-05	781.7604396	Gupta_et_al_MS_2024
EG10320-MONOMER	0.00024091115957265344	47.95316676	Gupta_et_al_MS_2024
EG10321-MONOMER	0.0001403412584811097	82.31686914000001	Gupta_et_al_MS_2024
EG10322-MONOMER	6.087370637383447e-05	189.77738826	Gupta_et_al_MS_2024
EG10329-MONOMER	1.79499042890001e-05	643.5941286	Gupta_et_al_MS_2024
EG10335-MONOMER	2.1905721408633593e-05	527.37149322	Gupta_et_al_MS_2024
EG10339-MONOMER	1.8485363774801274e-05	624.9513479999998	Gupta_et_al_MS_2024
EG10341-MONOMER	6.434297451166642e-05	179.54490131999998	Gupta_et_al_MS_2024
EG10342-MONOMER	8.235515203048188e-05	140.27602068000002	Gupta_et_al_MS_2024
EG10343-MONOMER	1.726327496414753e-05	669.1924349999998	Gupta_et_al_MS_2024
EG10344-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG10346-MONOMER	1.5600233233425564e-05	740.530788	Gupta_et_al_MS_2024
EG10347-MONOMER	6.725946133350945e-05	171.75952320000002	Gupta_et_al_MS_2024
EG10355-MONOMER	1.3986927907153474e-05	825.9464184000002	Gupta_et_al_MS_2024
EG10360-MONOMER	1.655605078706103e-05	697.7783022000001	Gupta_et_al_MS_2024
EG10370-MONOMER	2.337130177519006e-05	494.30079335999994	Gupta_et_al_MS_2024
EG10373-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG10374-MONOMER	1.575905600938166e-05	733.0675773	Gupta_et_al_MS_2024
EG10375-MONOMER	4.74161410695746e-05	243.63967098	Gupta_et_al_MS_2024
EG10376-MONOMER	1.659828677646523e-05	696.002736	Gupta_et_al_MS_2024
EG10381-MONOMER	1.7696222105056167e-05	652.8202992	Gupta_et_al_MS_2024
EG10395-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG10397-MONOMER	2.829961594495716e-05	408.21942714000005	Gupta_et_al_MS_2024
EG10415-MONOMER	2.9468184691498362e-05	392.03137656	Gupta_et_al_MS_2024
EG10416-MONOMER	2.051529565214997e-05	563.1141371399998	Gupta_et_al_MS_2024
EG10423-MONOMER	2.271253129173099e-05	508.63784670000007	Gupta_et_al_MS_2024
EG10424-MONOMER	1.8588187911946185e-05	621.4943093999999	Gupta_et_al_MS_2024
EG10426-MONOMER	2.0974798373897045e-05	550.7777859599998	Gupta_et_al_MS_2024
EG10434-MONOMER	1.3933129565556028e-05	829.1355474	Gupta_et_al_MS_2024
EG10435-MONOMER	1.567447194765585e-05	737.0234256000001	Gupta_et_al_MS_2024
EG10436-MONOMER	1.3963981895721343e-05	827.3036369999999	Gupta_et_al_MS_2024
EG10437-MONOMER	3.0386675520917836e-05	380.1815371800001	Gupta_et_al_MS_2024
EG10438-MONOMER	1.4749500542513058e-05	783.243675	Gupta_et_al_MS_2024
EG10439-MONOMER	9.655181361899621e-05	119.65029528	Gupta_et_al_MS_2024
EG10442-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG10443-MONOMER	1.7656649817406164e-05	654.2834075999999	Gupta_et_al_MS_2024
EG10454-MONOMER	1.6353586187536863e-05	706.4171049000001	Gupta_et_al_MS_2024
EG10455-MONOMER	1.8500762106915013e-05	624.431196	Gupta_et_al_MS_2024
EG10456-MONOMER	3.0673184618427224e-05	376.63037448	Gupta_et_al_MS_2024
EG10458-MONOMER	1.869430964242782e-05	617.9662812	Gupta_et_al_MS_2024
EG10459-MONOMER	2.578827668275788e-05	447.97305192000005	Gupta_et_al_MS_2024
EG10460-MONOMER	1.694767463082077e-05	681.6541656000002	Gupta_et_al_MS_2024
EG10461-MONOMER	1.818549792503785e-05	635.2563486	Gupta_et_al_MS_2024
EG10462-MONOMER	1.931596890187114e-05	598.07784264	Gupta_et_al_MS_2024
EG10463-MONOMER	1.7257738308613893e-05	669.4071263999999	Gupta_et_al_MS_2024
EG10466-MONOMER	1.894638883887955e-05	609.7443215999999	Gupta_et_al_MS_2024
EG10467-MONOMER	2.5209093448408075e-05	458.26530942000005	Gupta_et_al_MS_2024
EG10471-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG10472-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG10473-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG10474-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG10481-MONOMER	3.591704639284012e-05	321.64262292	Gupta_et_al_MS_2024
EG10483-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG10484-MONOMER	2.8581194729254656e-05	404.19769428	Gupta_et_al_MS_2024
EG10485-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG10486-MONOMER	3.2992674331205416e-05	350.15206385999994	Gupta_et_al_MS_2024
EG10487-MONOMER	1.981737790266729e-05	582.9455877600001	Gupta_et_al_MS_2024
EG10488-MONOMER	6.297138829734693e-05	183.45558708	Gupta_et_al_MS_2024
EG10490-MONOMER	1.6396116542424105e-05	704.5847094000001	Gupta_et_al_MS_2024
EG10504-MONOMER	2.177638690375934e-05	530.50366254	Gupta_et_al_MS_2024
EG10506-MONOMER	1.751669492747261e-05	659.5110011999999	Gupta_et_al_MS_2024
EG10507-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG10513-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG10515-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG10523-MONOMER	1.4166259222219747e-05	815.4907254000001	Gupta_et_al_MS_2024
EG10528-MONOMER	2.4083762298598407e-05	479.67808625999993	Gupta_et_al_MS_2024
EG10529-MONOMER	1.7924558726170046e-05	644.5041791999998	Gupta_et_al_MS_2024
EG10530-MONOMER	4.035198124141566e-05	286.29208911	Gupta_et_al_MS_2024
EG10534-MONOMER	1.924172792467003e-05	600.3854256000001	Gupta_et_al_MS_2024
EG10535-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG10542-MONOMER	1.6848472228464318e-05	685.6676886000001	Gupta_et_al_MS_2024
EG10544-MONOMER	1.7237191152264157e-05	670.20507618	Gupta_et_al_MS_2024
EG10548-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG10559-MONOMER	1.655644785520059e-05	697.7615676	Gupta_et_al_MS_2024
EG10564-MONOMER	1.659148778313486e-05	696.2879496000002	Gupta_et_al_MS_2024
EG10570-MONOMER	1.7746495270037712e-05	650.9709569999999	Gupta_et_al_MS_2024
EG10571-MONOMER	3.404422698030229e-05	339.33662280000004	Gupta_et_al_MS_2024
EG10572-MONOMER	2.9361809799325025e-05	393.45166692	Gupta_et_al_MS_2024
EG10573-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG10575-MONOMER	4.28600618112522e-05	269.53887888	Gupta_et_al_MS_2024
EG10580-MONOMER	0.00024321435411647343	47.49905922	Gupta_et_al_MS_2024
EG10595-MONOMER	2.0783859734475097e-05	555.83771046	Gupta_et_al_MS_2024
EG10596-MONOMER	1.8445226364066774e-05	626.3112623999999	Gupta_et_al_MS_2024
EG10597-MONOMER	1.8056956549751925e-05	639.7785240000001	Gupta_et_al_MS_2024
EG10598-MONOMER	3.0038918308706308e-05	384.58285650000005	Gupta_et_al_MS_2024
EG10599-MONOMER	1.506192681062642e-05	766.997022	Gupta_et_al_MS_2024
EG10600-MONOMER	1.6734529445810326e-05	690.3362922	Gupta_et_al_MS_2024
EG10603-MONOMER	1.6890088658450555e-05	683.9782338	Gupta_et_al_MS_2024
EG10606-MONOMER	1.5589083449806858e-05	741.0604380000001	Gupta_et_al_MS_2024
EG10607-MONOMER	1.9847407474340414e-05	582.06357804	Gupta_et_al_MS_2024
EG10608-MONOMER	1.5262808868420635e-05	756.9021606000001	Gupta_et_al_MS_2024
EG10609-MONOMER	1.8661910761388632e-05	619.0391304000001	Gupta_et_al_MS_2024
EG10610-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG10611-MONOMER	1.838912297792325e-05	628.2220758	Gupta_et_al_MS_2024
EG10612-MONOMER	1.8289489584756617e-05	631.6443636	Gupta_et_al_MS_2024
EG10613-MONOMER	1.687438529836324e-05	684.6147462599998	Gupta_et_al_MS_2024
EG10618-MONOMER	2.317007159292958e-05	498.59375543999994	Gupta_et_al_MS_2024
EG10624-MONOMER	2.1266660874218468e-05	543.2189415	Gupta_et_al_MS_2024
EG10625-MONOMER	1.8916202207920712e-05	610.7173566	Gupta_et_al_MS_2024
EG10626-MONOMER	2.0809484676295135e-05	555.1532481	Gupta_et_al_MS_2024
EG10627-MONOMER	2.5044750785151374e-05	461.27242824000007	Gupta_et_al_MS_2024
EG10634-MONOMER	1.5534683738799144e-05	743.6555004	Gupta_et_al_MS_2024
EG10651-MONOMER	4.372134817968236e-05	264.2291121	Gupta_et_al_MS_2024
EG10656-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG10657-MONOMER	1.6485375966959953e-05	700.769763	Gupta_et_al_MS_2024
EG10658-MONOMER	1.727061971113008e-05	668.9078448	Gupta_et_al_MS_2024
EG10662-MONOMER	1.738265761124765e-05	664.5964769999998	Gupta_et_al_MS_2024
EG10665-MONOMER	1.612196327053085e-05	716.5661412000001	Gupta_et_al_MS_2024
EG10666-MONOMER	1.7741323844035388e-05	651.1607087999998	Gupta_et_al_MS_2024
EG10667-MONOMER	1.8936382453750652e-05	610.0665234	Gupta_et_al_MS_2024
EG10668-MONOMER	1.7836057678492018e-05	647.7021557999999	Gupta_et_al_MS_2024
EG10669-MONOMER	1.3638891517309566e-05	847.022868	Gupta_et_al_MS_2024
EG10670-MONOMER	1.476384974055392e-05	782.4824292000001	Gupta_et_al_MS_2024
EG10671-MONOMER	1.7253736175195808e-05	669.5624004000001	Gupta_et_al_MS_2024
EG10673-MONOMER	1.6554893645151874e-05	697.827075	Gupta_et_al_MS_2024
EG10679-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG10680-MONOMER	1.5665157881113043e-05	737.4616391999999	Gupta_et_al_MS_2024
EG10684-MONOMER	1.6807514031601823e-05	687.3385907999999	Gupta_et_al_MS_2024
EG10686-MONOMER	3.099092479080599e-05	372.76890209999993	Gupta_et_al_MS_2024
EG10687-MONOMER	2.493265096798299e-05	463.34635752	Gupta_et_al_MS_2024
EG10689-MONOMER	2.0620244840921435e-05	560.2481007599999	Gupta_et_al_MS_2024
EG10690-MONOMER	2.8010066821412157e-05	412.43932344	Gupta_et_al_MS_2024
EG10694-MONOMER	1.5493419886403088e-05	745.6360889999999	Gupta_et_al_MS_2024
EG10695-MONOMER	1.6898741282035083e-05	683.6280179999999	Gupta_et_al_MS_2024
EG10696-MONOMER	1.7719640145124542e-05	651.9575405999999	Gupta_et_al_MS_2024
EG10697-MONOMER	1.4287567781356706e-05	808.5668033999999	Gupta_et_al_MS_2024
EG10698-MONOMER	1.7265470500458518e-05	669.1073382	Gupta_et_al_MS_2024
EG10711-MONOMER	1.8258701263350646e-05	632.7094596	Gupta_et_al_MS_2024
EG10712-MONOMER	1.9041868307080032e-05	606.6869502000001	Gupta_et_al_MS_2024
EG10715-MONOMER	2.8596942410986924e-05	403.97511186	Gupta_et_al_MS_2024
EG10716-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG10717-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG10718-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG10719-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG10722-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG10723-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG10724-MONOMER	7.05574760357615e-05	163.7310978	Gupta_et_al_MS_2024
EG10725-MONOMER	2.0121483633508322e-05	574.1352486600001	Gupta_et_al_MS_2024
EG10735-MONOMER	1.9396320299060666e-05	595.6002391799999	Gupta_et_al_MS_2024
EG10736-MONOMER	1.6683173145947222e-05	692.4613746000001	Gupta_et_al_MS_2024
EG10737-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG10739-MONOMER	1.532452773875817e-05	753.8537699999999	Gupta_et_al_MS_2024
EG10741-MONOMER	2.0040779544355402e-05	576.4472875800001	Gupta_et_al_MS_2024
EG10743-MONOMER	1.1885239721535412e-05	972.0000000000001	CL_measured_deg_rates_2020
EG10746-MONOMER	1.5269135041226366e-05	756.5885675999999	Gupta_et_al_MS_2024
EG10747-MONOMER	2.191353685397355e-05	527.1834065999999	Gupta_et_al_MS_2024
EG10748-MONOMER	1.7761778644587702e-05	650.4108198	Gupta_et_al_MS_2024
EG10757-MONOMER	2.0749560717157002e-05	556.7565100200001	Gupta_et_al_MS_2024
EG10758-MONOMER	1.8259209829717497e-05	632.6918370000001	Gupta_et_al_MS_2024
EG10760-MONOMER	1.64692806679729e-05	701.4546198	Gupta_et_al_MS_2024
EG10761-MONOMER	1.8214356781778897e-05	634.2498474	Gupta_et_al_MS_2024
EG10762-MONOMER	2.2295107574996507e-05	518.1609001200001	Gupta_et_al_MS_2024
EG10763-MONOMER	1.846468554026472e-05	625.6512186	Gupta_et_al_MS_2024
EG10764-MONOMER	6.490063621972098e-05	178.00215348	Gupta_et_al_MS_2024
EG10765-MONOMER	5.0318958544150414e-05	229.58450141999998	Gupta_et_al_MS_2024
EG10776-MONOMER	2.0361875238673516e-05	567.35702748	Gupta_et_al_MS_2024
EG10777-MONOMER	1.619203643282588e-05	713.4651071999999	Gupta_et_al_MS_2024
EG10778-MONOMER	4.4931676825432716e-05	257.11154859000004	Gupta_et_al_MS_2024
EG10779-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG10780-MONOMER	5.20484499731642e-05	221.95575498000002	Gupta_et_al_MS_2024
EG10785-MONOMER	1.7301288568960142e-05	667.7221158	Gupta_et_al_MS_2024
EG10786-MONOMER	1.630481703631262e-05	708.530061	Gupta_et_al_MS_2024
EG10812-MONOMER	2.5388719095614694e-05	455.02307406	Gupta_et_al_MS_2024
EG10813-MONOMER	2.4937635618308104e-05	463.2537417	Gupta_et_al_MS_2024
EG10817-MONOMER	1.762178107611578e-05	655.5780576000001	Gupta_et_al_MS_2024
EG10823-MONOMER	1.647515650693656e-05	701.2044471000002	Gupta_et_al_MS_2024
EG10824-MONOMER	1.4610795579857414e-05	790.6792581000002	Gupta_et_al_MS_2024
EG10825-MONOMER	1.4807438827289272e-05	780.179013	Gupta_et_al_MS_2024
EG10826-MONOMER	2.6815451284054722e-05	430.81329816	Gupta_et_al_MS_2024
EG10827-MONOMER	2.7082943370962605e-05	426.55825295999995	Gupta_et_al_MS_2024
EG10828-MONOMER	1.906994159372106e-05	605.7938328	Gupta_et_al_MS_2024
EG10829-MONOMER	1.771846649204469e-05	652.0007255999998	Gupta_et_al_MS_2024
EG10830-MONOMER	4.1930995134081414e-05	275.51106222	Gupta_et_al_MS_2024
EG10831-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG10832-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG10833-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG10834-MONOMER	2.0776457611021598e-05	556.0357413	Gupta_et_al_MS_2024
EG10836-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG10837-MONOMER	2.7567981852564725e-05	419.05327242	Gupta_et_al_MS_2024
EG10838-MONOMER	1.667939954226439e-05	692.6180394000002	Gupta_et_al_MS_2024
